Start Date,Start Time,End Date,End Time,Duration,Location,Track,Title,Presenters,Book Description,All Day Event,Private,AV Needs
4/29/2016,17:00,5/1/2016,11:50,50 minutes,"321","Penguicon","Artemis","Lansing Maker Network","Space| the ultimate target-rich environment. These are the voyages of the Starship Artemis- and its sister vessels- whose ongoing mission is seek out aggressive life forms- marauders and even each other- and blow ~em all to space-smithereens!  Lansing Makers Network will be bringing their version- with lighting effects- of the popular starship bridge simulator game- Artemis! A co-op starship sim for up to six crew members.  ",TRUE,PUBLIC,"none"
