Start Date,Start Time,End Date,End Time,Duration,Location,Track,Title,Presenters,Book Description,All Day Event,Private,AV Needs
4/25/2015,12:00,4/25/2015,16:50,4 hours and 50 minutes,"Maker Space [Board of Directors]",DIY, Costuming,"Penguicon Robot Build","James Hice, John D. Bell",'Come help design and build a robot during the convention. Donations may be accepted depending on the robot design. No skill necessary to help but prior experience would be useful. Useful skills include familiarity with microcontrollers- structural design- costume design- programming- graphic design- and logic!',FALSE,PUBLIC,none
