Start Date,Start Time,End Date,End Time,Location,Track,Title,Presenters,Book Description,All Day Event,Private,AV Needs
5/2/2014,22:00,5/3/2014,0:50,2 hours and 50 minutes,"Gaming (Restaurant)",Gaming,"The Biggest Game of Cards Against Humanity Ever Played","Nick Farr, M'jit Raindancer-Stahl, Dean Stahl",'We're going to attempt the biggest game of Cards Against Humanity ever.  Even if you've only heard about this wild tabletop game- show up for the fun and stay for the chaos.',FALSE,PUBLIC,none
