Start Date,Start Time,End Date,End Time,Duration,Location,Track,Title,Presenters,Book Description,All Day Event,Private,AV Needs
5/3/2014,20:00,5/4/2014,0:50,4 hours and 50 minutes,"Portage Auditorium",Film,"The Smithee Awards","Jeannette Quirk, Matthew Quirk, Kevin Hogan, Amy Conlon",'In short- the Smithee Awards are like the Anti-people's Choice Awards. In long- they are an awards ceremony where 95 clips compete against each other (19 classic B-Movie categories- 5 clips per category) for the dubious honor of being the worst of the lot. Stupid Looking Monsters? Worst Science? Bad Acting? We have it all! And the best part is that you get to decide who goes home with 'honors' and who is left in the dust.',FALSE,PUBLIC,Projector, Sound System
