Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
"Navigating Polyamory: Keeping your Cups Full",05/04/2019,13:00,05/04/2019,14:00,TRUE,"Join us for a presentation and Q&A about one million different ways to practice poly. Come learn how to better communicate and work through hiccups, such as scheduling conflicts, new partners, sexual safety, and mental/emotional health.  Speakers include:Andrew M. &quot;Fish&quot; Popowich, Becky Hill, Cyndi Chadwick - Track: Life  - Duration: 1 hour ","Montcalm",PUBLIC
