Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
"LIVE PODCAST: Sunday Morning Linux Review",4/26/2015,8:00,4/26/2015,8:50,FALSE,"Tony, Mat, and Mary record an episode of their popular Linux podcast, the Sunday Morning Linux Review  Speakers include:Tony Bemus, Mary Tomich, Mat Enders - Track: Tech  - Duration: 50 minutes - Audio/video needs: none ","Charlevoix A",PUBLIC
"Swimming with Dolphin, the File Manager",4/26/2015,12:00,4/26/2015,12:50,FALSE,"Most Linux users know Dolphin as KDE's flagship file manager. Spend this session walking through some of Dolphin's powerful yet little-known features, including “service menus,” the list of actions that appears when you right-click on an item in Dolphin. Whether it's resizing a batch of images or simply changing the color of a folder icon in Dolphin, there's a service menu for that!  Speakers include:Mary Tomich - Track: Tech  - Duration: 50 minutes - Audio/video needs: Projector ","Algonquin D",PUBLIC
