Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
"Spoilers Galore for the HBO Series: Game of Thrones - Addition Errata","5/3/2019","18:00","5/3/2019","19:00","FALSE","<strong>SPOILER ALERT </strong><br><br>If you are a fellow <em>Game of Thrones,</em> HBO Series Geek and you have seen the latest episode(s) of the HBO Series, <em>Game of Thrones</em>, then this is the space to come and discuss everything and anything about the Series! &nbsp;<br>This event will allow <strong>spoiler-filled discussions </strong>about <em>Game of Thrones</em>; The HBO Series. <br><br>If you <strong>have not </strong>seen <em>Game of Thrones,</em> the HBO Series, than this is not the panel you are looking for. <br><br><strong>We strongly advise attendees to be aware that by chosing to attend this event, they are chosing to enter a <em>Game of Thrones</em>, HBO Series &nbsp;Spoiler Zone! <br></strong>  Speakers include:Elizabeth Jury - Track: Media  - Duration: 1 hour ","Food [317]",PUBLIC
