Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
"Creative Destruction",4/30/2016,19:00,4/30/2016,19:50,FALSE,"Explore the act of destruction as a creative influence, drawing sources from economic theory, philosophy, theology, cosmology, ecology and technology.  Is the nature of creativity in reality a destructive force? Progress is not necessarily a linear, geometric progression but rather destructive stimulus often precede creativity and explosive growth.    Speakers include:Mark Haynes (m), Jennifer Hamilton, Ramses Alcaide - Track: Science  - Duration: 50 minutes - Audio/video needs: none ","Algonquin D",PUBLIC
"Real-World Pandemic and Deliberate Extinctions: Ending Polio and Guinea Worm",4/29/2016,20:00,4/29/2016,20:50,FALSE,"  Speakers include:Jennifer Hamilton - Track: Science  - Duration: 50 minutes - Audio/video needs: none ","EMC I",PUBLIC
