Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
"Spoilers Galore for Avengers Endgame - ADDITION Errata","5/4/2019","11:00","5/4/2019","12:00","FALSE","<strong>SPOILER ALERT&nbsp;</strong><br><br>If you are a fellow Marvel Comics Universe Geek and you have seen the latest movie,<em>&nbsp;Avengers: Endgame,&nbsp;</em>then this is the space to come and discuss everything and anything about the movie! &nbsp;<br>This event will allow <strong>spoiler-filled</strong> discussions about <em>Avengers: Endgame.</em>&nbsp; <br><br>If you <strong>have not seen</strong> <em>Avengers: Endgame</em>, than this is not the panel you are looking for.&nbsp;<br><br><strong>We strongly advise attendees to be aware that by chosing to attend this event, they are chosing to enter an&nbsp;</strong><em><strong>Avengers: Endgame</strong></em> &nbsp;<strong>Spoiler Zone!&nbsp;</strong><br><br><br>  Speakers include:Angel Garrison, Ben Leach - Track: Media  - Duration: 1 hour ","Portage Auditorium",PUBLIC
