Start Date,Start Time,End Date,End Time,Location,Track,Title,Presenters,Book Description,All Day Event,Private,AV Needs
5/3/2014,18:00,5/3/2014,18:50,"Windover",Tech,"Building a Career in IT","Matt Hargraves, Nuri Gocay, Joe Bender",'Considering a career in IT or looking to advance your existing career?  Technical professionals at the top of their field tell you how they got there and how to avoid the pitfalls on your way to the top.',FALSE,PUBLIC,none
