Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
"Igor's Challenge (D and D 5th Edition)",5/4/2019,14:00,5/4/2019,18:00,FALSE,"RPG 2-4 players; Igor Larionov is an eccentric gnome inventor renowned around the world. He has sent out invitations to adventuring groups to come and compete for his latest, greatest invention. The competition will take place a few days hence in Penthill and consist of a race through his specially created challenge-dungeon.  Speakers include:Liam McGlohon - Track: Gaming  - Duration: 4 hours ","Gaming [TC's Room]",PUBLIC
