Start Date,Start Time,End Date,End Time,Location,Track,Title,Presenters,Book Description,All Day Event,Private,AV Needs
5/4/2014,15:00,5/4/2014,15:50,"Board of Governors",Film,"Midnight Monster Movies with Dr. Bob: Behind the Lab Coat","Robert Gilbert, Melanie Gilbert",'Ever wonder what went into making a midnight movie host show? Curious about how Dr. Bob Tesla and his crew came to be? Want to know why we did what did and didn't do what we didn't? This is your chance! A behind-the-scenes talk with the cast & crew of Midnight Monster Movies with Dr. Bob with Q&A.',FALSE,PUBLIC,none
