Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
"Red Dragon Inn",05/03/2019,22:00,05/04/2019,00:00,TRUE,"BG 3-6 players; You and your friends are a party of heroic, fantasy adventurers. You've raided the dungeon, killed the monsters, and taken their treasure. Now you're back, and what better way to celebrate your most recent victory than to spend an evening at the Red Dragon Inn. You and your adventuring companions will spend the night drinking, gambling, and roughhousing. The last person who is both sober enough to remain conscious and shrewd enough to hold onto his gold coins wins the game.  Speakers include:Kevin King - Track: Gaming  - Duration: 2 hours ","Gaming (TC's Room)",PUBLIC
