Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
"Arts and Scraps Workshop: Make a 100% Green Costume!",5/4/2019,15:00,5/4/2019,16:00,FALSE,"Make a green costume or cosplay! Have you ever wanted to make a costume out of unconventional materials? Did you think you could do it in an hour? Come learn and play with Arts & Scraps and use recycled industrial materials to create a new outfit that inspires and transforms! Learn about the 4 R's (yup, there's 4) and how you can incorporate green practices into your life as a maker.  Speakers include:Arts &amp; Scraps Team - Track: Science  - Duration: 1 hour ","EMC III",PUBLIC
