Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
"Codename","5/4/2019","16:00","5/4/2019","17:00","FALSE","BG 2-20 players; Two teams compete to see who can contact all of their agents first. Use clues that could point to multiple words on the board to guess your teams words, but not the other teams!  Speakers include:Ska - Track: Gaming  - Duration: 1 hour ","Gaming [TC's Room]",PUBLIC
