Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
"Care and Feeding of Your Pet (18+)",5/4/2019,22:00,5/5/2019,00:00,FALSE,"Having a pet is a tough job. There are so many expectations and responsibilities; you may not know where to start. While pet play offers many commonalities to having a non-human pet, you get many benefits over our four legged friends of different species. From tossing a ball to veterinary visits, join Karida in a thought-provoking discussion on why some play as animals and how it can add to your relationship. Discover how to care for and play with the pet in your life. This class focuses on puppy and kitty play, but other pet breeds are welcome. Maybe youre not a pet owner or player, but youre curious? In this case, curiosity wont kill the cat, it will teach you how to properly take care of one! 18 +  Speakers include:Karida - Track: After Dark  - Duration: 2 hours ","Baldwin",PUBLIC
