Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
"Adventure As A Way Of Life",4/25/2015,11:00,4/25/2015,11:50,FALSE,"Not everyone can get outside of their comfort zone as a matter of course. But that's where the most treasure is. Let's discuss the practicalities and challenges of not depending on a reassuring hobbit hole of stability; the necessary values and priorities; building resilience and flexibility toward change; and estimating risk and courage.  Speakers include:Matt Arnold, Heather Fish, Moshe Yudkowsky, Misha Tuesday - Track: Action Adventure  - Duration: 50 minutes - Audio/video needs: none ","Algonquin C",PUBLIC
