Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
"Scheduling: The First Academic Paper About Penguicon",4/26/2015,12:00,4/26/2015,12:50,FALSE,"Come learn about why scheduling a convention like Penguicon is Hard (with a captial H). In early 2013 the TuxTrax project, a fully open source convention scheduling software package for Penguicon started development. One of the developers, Jeffrey Quesnelle, dived deeper into the math behind scheduling the convention and turned it into the first peer-reviewed academic paper about Penguicon: Integer programming models of certain NP-Complete convention scheduling problems.  Speakers include:Jeffrey Quesnelle - Track: Tech  - Duration: 50 minutes - Audio/video needs: Projector ","Charlevoix B",PUBLIC
"Scheduling: The First Academic Paper About Penguicon",4/26/2015,12:00,4/26/2015,12:50,FALSE,"Come learn about why scheduling a convention like Penguicon is Hard (with a captial H). In early 2013 the TuxTrax project, a fully open source convention scheduling software package for Penguicon started development. One of the developers, Jeffrey Quesnelle, dived deeper into the math behind scheduling the convention and turned it into the first peer-reviewed academic paper about Penguicon: Integer programming models of certain NP-Complete convention scheduling problems.  Speakers include:Jeffrey Quesnelle - Track: Tech  - Duration: 50 minutes - Audio/video needs: Projector ","Charlevoix B",PUBLIC
