Start Date,Start Time,End Date,End Time,Duration,Location,Track,Title,Presenters,Book Description,All Day Event,Private,AV Needs
5/2/2014,18:00,5/2/2014,18:50,50 minutes,"Algonquin B/C",Penguicon Events,"Opening Ceremonies","Janet Gocay, Scott Kennedy, Lucy Kennedy, Nuri Gocay, Cylithria Dubois, Amanda Long-Adams, Amanda Robinson, Christine Bender, Ed Mason, Erika Carlson, Eva Galperin, Ernie Cline, YTCracker",'Join our con chair- Nuri Gocay- the Con Committee- and our Guests of Honor as we open this bad boy up for the weekend.  You never know what surprises might be in store!',FALSE,PUBLIC,Microphone, Sound System
5/4/2014,13:00,5/4/2014,13:50,50 minutes,"Board of Regents",Penguicon Events,"Penguicon 2015 Planning Meeting","Janet Gocay, Scott Kennedy, Lucy Kennedy, Nuri Gocay, Cylithria Dubois, Amanda Long-Adams, Amanda Robinson, Christine Bender",'Planning meeting with the 2015 ConChair. If you're interested in helping to organize next year's convention- come offer your soul- your firstborn child... or just your help. ',FALSE,PUBLIC,none
5/4/2014,16:00,5/4/2014,16:50,50 minutes,"Algonquin B/C",Penguicon Events,"Closing Ceremonies","Janet Gocay, Scott Kennedy, Lucy Kennedy, Nuri Gocay, Cylithria Dubois, Amanda Long-Adams, Amanda Robinson, Christine Bender, Ed Mason, Erika Carlson, Eva Galperin, Ernie Cline, YTCracker",'As we officially shut down another amazing- exciting year for Penguicon- come hear about how it went- and what we've got our eye on for next year.',FALSE,PUBLIC,Microphone, Sound System
