Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
"Onitama w/ Life Sized Pieces",05/04/2019,20:00,05/04/2019,22:00,TRUE,"Play a simple short deep game using people as life sized pieces. Interested participants should bring consenting teams of two people; one person to literally stand as a piece on a wheeled platform for their team, and the other person to make decisions and move their life sized human playing piece for their team. An average game takes about fifteen to twenty minutes, quick set up, fast clean up, and will be played on a 5 by 5 grid. A game explanation will be provided and safety instruction required for all interested participants. [Note: Teams must bring their own willing consenting people.] 18+  Speakers include:wally2069 - Track: After Dark  - Duration: 2 hours ","Algonquin A",PUBLIC
