Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
"Rad Women in Music",4/25/2015,15:00,4/25/2015,15:50,FALSE,"Everybody knows about the Beatles, the Rolling Stones, Chuck Berry, Hank Williams, the Sex Pistols, and Muddy Waters. Everywhere you look, music history has been written about men. What about the ladies? They existed in blues, country, and rock 'n' roll. Join us for a discussion on rad women in music history. Then, at the end, tell us your favorite women in rock and beyond.  Speakers include:Patty Templeton, Suzanne Church - Track: Music  - Duration: 50 minutes - Audio/video needs: none ","Board of Governors",PUBLIC
"Plotting vs Pantsing - An Author's Dilemma",4/25/2015,18:00,4/25/2015,18:50,FALSE,"There are two main strategies to writing: plotting and pantsing. Plotters spend months and sometimes years meticulously planning their characters and stories, while pantsers just write everything on the fly. Which method makes a for a better story? Does it depend on the story? Come hear the pros and cons of each method and get a general feel for what makes writers tick.  Speakers include:Jen Haeger, Rachael Acks, Suzanne Church, Clarence Young, Jim Leach, Michael Elliott, Matt Betts - Track: Literature  - Duration: 50 minutes - Audio/video needs: none ","Hamlin",PUBLIC
"Story Structure: What Is It, and Can It Make Your Writing Zoom?",4/25/2015,19:00,4/25/2015,19:50,FALSE,"Got a story that doesn't move, or just seems a bit flat? Can't figure out what comes next, or how to bring it to a satisfactory conclusion? Maybe it needs some structure! What's the story type- Milieu, Idea, Character, or Event? Will a Three-Act arrangement give it some shape, or would the Hollywood Formula make more sense? We'll look at different story structures, using movies we've probably all seen as examples.  Speakers include:Paul Kemner, Ericka Kahler, Suzanne Church, Clarence Young, Charlie Jane Anders - Track: Literature  - Duration: 50 minutes - Audio/video needs: none ","Charlevoix B",PUBLIC
"Rad Women in Music",4/25/2015,15:00,4/25/2015,15:50,FALSE,"Everybody knows about the Beatles, the Rolling Stones, Chuck Berry, Hank Williams, the Sex Pistols, and Muddy Waters. Everywhere you look, music history has been written about men. What about the ladies? They existed in blues, country, and rock 'n' roll. Join us for a discussion on rad women in music history. Then, at the end, tell us your favorite women in rock and beyond.  Speakers include:Patty Templeton, Suzanne Church - Track: Music  - Duration: 50 minutes - Audio/video needs: none ","Board of Governors",PUBLIC
"Plotting vs Pantsing - An Author's Dilemma",4/25/2015,18:00,4/25/2015,18:50,FALSE,"There are two main strategies to writing: plotting and pantsing. Plotters spend months and sometimes years meticulously planning their characters and stories, while pantsers just write everything on the fly. Which method makes a for a better story? Does it depend on the story? Come hear the pros and cons of each method and get a general feel for what makes writers tick.  Speakers include:Jen Haeger, Rachael Acks, Suzanne Church, Clarence Young, Jim Leach, Michael Elliott, Matt Betts - Track: Literature  - Duration: 50 minutes - Audio/video needs: none ","Hamlin",PUBLIC
"Story Structure: What Is It, and Can It Make Your Writing Zoom?",4/25/2015,19:00,4/25/2015,19:50,FALSE,"Got a story that doesn't move, or just seems a bit flat? Can't figure out what comes next, or how to bring it to a satisfactory conclusion? Maybe it needs some structure! What's the story type- Milieu, Idea, Character, or Event? Will a Three-Act arrangement give it some shape, or would the Hollywood Formula make more sense? We'll look at different story structures, using movies we've probably all seen as examples.  Speakers include:Paul Kemner, Ericka Kahler, Suzanne Church, Clarence Young, Charlie Jane Anders - Track: Literature  - Duration: 50 minutes - Audio/video needs: none ","Charlevoix B",PUBLIC
