Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
"Intro to Comics",4/29/2016,19:00,4/29/2016,19:50,FALSE,"We've all grown up around comics, watched tons of movie adaptations of them, and gathered around the television on Saturday mornings to watch cartoons based on them ...right? Well in case you didn't, this panel is for you! Learn about comics media and why it's so great! An intro for the uninitiated!   Speakers include:Noa Page, BluRaven C. Houvener, Jon David - Track: Comics  - Duration: 50 minutes - Audio/video needs: none ","Nicolet",PUBLIC
"First Things First: Story Titles ",4/30/2016,10:00,4/30/2016,10:50,FALSE,"First Things First: Story Titles: Which comes first, a story or its title? What makes a good title? Who gets to decide what that title would be? Should a title hint at the story to come, or only make sense after the story is read?   Speakers include:Jon David, Alex Kourvo, Christine Daigle, Michael Cieslak - Track: Literature  - Duration: 50 minutes - Audio/video needs: none ","Windover",PUBLIC
"How Not To Draw Comics ",4/30/2016,21:00,4/30/2016,21:50,FALSE,"This is a judgment free zone...but have you ever looked at a comic and thought, “Wow that doesn't look right”. You've come to the right place. We'll study the comic greats and have a laugh as we explore the made up muscle groups, humanly impossible poses, and just downright ponder how it made it from the drawing table to the rack at your local comic book store!  Speakers include:Kayla Nelson, BluRaven C. Houvener, Jon David - Track: Comics  - Duration: 50 minutes - Audio/video needs: none ","EMC IV",PUBLIC
"Star Wars: Bane or Boon?",5/1/2016,12:00,5/1/2016,12:50,FALSE,"Was the latest Star Wars groundbreaking and subversive? Or was it just merely a rehash of old tropes? Do new characters like Rey, Finn, Po, and Kylo Ren hold up to classic characters such as Luke, Leia, Han and Darth Vader. When does using standard archetypes degrade into rehash and did Star Wars fall into this trap or transcend expectations?  Speakers include:Jon David, Ferrett Steinmetz, Michael K. Elliot, Sal Palland - Track: Literature  - Duration: 50 minutes - Audio/video needs: none ","Charlevoix C",PUBLIC
"Teens of the Wasteland",5/1/2016,14:00,5/1/2016,14:50,FALSE,"Why do so many contemporary YA novels feature a post-apocalyptic setting with teens on a journey across what remains of civilization? What needs to these books fulfill, and has the wave of their popularity already peaked? If so, what’s next?  Speakers include:Emmy Jackson, Jon David, Janice Leach, Angie Rush - Track: Literature  - Duration: 50 minutes - Audio/video needs: none ","Baldwin",PUBLIC
