Start Date,Start Time,End Date,End Time,Location,Track,Title,Presenters,Book Description,All Day Event,Private,AV Needs
5/3/2014,21:00,5/3/2014,22:50,1 hour and 50 minutes,"Food Track (Room 1017)",Food,"Completely Random Guide to Cocktail Crafting","Nathan Balyeat, Olesh Hotra, Cameron Taylor",'Are you a responsible adult- over the age of 21- who has never had anything more complex or interesting to drink than a rum and coke?  Are you an adult who adores rum and coke- but are looking to make one better?  Are you interested in trying new things?  Do you want to just get free drink samples?  Sign-up at Ops.',FALSE,PUBLIC,none
