Start Date,Start Time,End Date,End Time,Duration,Location,Track,Title,Presenters,Book Description,All Day Event,Private,AV Needs
5/2/2014,19:00,5/2/2014,19:50,50 minutes,"Baldwin Board Room",Lit,"Plotters vs Pantsers – Finding the Storytelling That Works For You","Ferrett Steinmetz, Michael Cieslak, Jim Leach",'Some writers are plotters- and can’t proceed until they know how everything ends.  Some writers are pantsers- and they surprise themselves as they go.  How can you figure out which one you are- and how can you harness the strengths of each approach while avoiding the weaknesses? ',FALSE,PUBLIC,none
5/3/2014,0:00,5/3/2014,0:50,50 minutes,"Board of Governors",After Dark,"The Guilty Orgasm: Does Traditional Masculinity Make You Worse In Bed?","Ferrett Steinmetz",'Are men actually worse in bed because of a societal focus on a few sexual acts?  Ferrett Steinmetz reads from his essay 'The Guilty Orgasm-' which received over 2-000 shares and loves- and then moderates a discussion with the audience to see what you think.  ',FALSE,PUBLIC,none
5/3/2014,11:00,5/3/2014,11:50,50 minutes,"Baldwin Board Room",Lit,"Digging Up The Same Old Ground","Sean M. Davis, Ferrett Steinmetz, NIcole Castle",'Are there any new stories left- or is everything just a retread of an old idea?  What is a retread- and what is a legitimately new angle?',FALSE,PUBLIC,none
5/3/2014,14:00,5/3/2014,14:50,50 minutes,"Board of Governors",Life,"Straight-Razor Shaving: A Semi-Bloody Tutorial","Ferrett Steinmetz, Alex Drummer",'Want the closest shave you can get without self-Sweeney Todding yourself?  Straight-razor shaves are intimidating - so let us show you how it all works in a live demonstration- removing our stubble for your edification!',FALSE,PUBLIC,none
5/3/2014,15:00,5/3/2014,15:50,50 minutes,"Windover",Life,"Why Do We Love The 80's?","Ernie Cline, Ferrett Steinmetz, Angie Rush",'Our GoH Ernie Cline discusses the Greatest Decade Ever- its role in his creative work- and why we still have a soft spot for it- 30 years later.',FALSE,PUBLIC,none
5/3/2014,16:00,5/3/2014,16:50,50 minutes,"Baldwin Board Room",Lit,"What About The Happily Ever After?"," Jim Leach, Ferrett Steinmetz",'There was an insane Internet reaction to the Red Wedding from those who were watching Game of Thrones but hadn’t read it (to the reader's delight).  Is this indicative of an expectation among television and movie audiences that established characters survive?  Has Hollywood created the expectation of a happy ending- even in the harshest of fictional environments?  Is it more acceptable to kill off a character in print?  How do these expectations differ amongst genre fiction?',FALSE,PUBLIC,none
5/3/2014,17:00,5/3/2014,17:50,50 minutes,"Baldwin Board Room",Lit,"Line?  What Line?  Taboos and Speculative Fiction","Ken MacGreggor, Sean M. Davis, Ferrett Steinmetz, Nicole Castle",'Incest- rape- children as warriors- the wholesale slaughter of children... there are many distasteful acts which are performed in speculative fiction.  Is there anything which is still off limits- or can anything be used as a plot device so long as it is germane to the story?',FALSE,PUBLIC,none
5/3/2014,19:00,5/3/2014,19:50,50 minutes,"Board of Governors",Lit,"Apocalypse When?","Ferrett Steinmetz, Nicole Castle",'Zombies- mutant viruses- alien invaders- kaiju- or the environment- the end of the world is a mainstay of science fiction.  What type of apocalypse do we enjoy exploring?  Come here for all of your dystopian needs.',FALSE,PUBLIC,none
5/3/2014,22:00,5/3/2014,23:50,1 hour and 50 minutes,"Board of Governors",After Dark,"Fireplay 101: Burninating The Peasants And/Or Girlfriends","Ferrett Steinmetz",'Learn how to set fire to the ones you love! Will include discussion of fire wands- flash cotton- firecupping- and much discussion of safety. ',FALSE,PUBLIC,none
