Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
"Needle Felting 201 - Description Errata","5/5/2019","10:00","5/5/2019","11:00","FALSE","A follow up to Needle Felting 101 panel. Learn to felt 3D objects! Tools and material provided to create a cute little friend. Use of sharp needles; children over 12 welcome with parental supervision. &nbsp;If you are unable to attend, there will be some extra take-home kits available with self guided instructions, so stop by and have a POKE! Space is limited, so please sign up near Ops!  Speakers include:Liz 'Smoothie' DeBruyn - Track: DIY  - Duration: 1 hour ","EMC I",PUBLIC
