Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
"Catch Me if You Can!!",5/3/2019,16:00,5/5/2019,16:00,TRUE,"I am the Ribbon Fairy! Catch me with one or many ribbon(s), and I will present you with one my own.  Speakers include:","Various Location",PUBLIC
"Furry Delivery Service",5/3/2019,16:00,5/5/2019,16:00,TRUE,"Be on the lookout for Penguicon's furry friend who will be making special deliveries around the con.  Speakers include:","Various Location",PUBLIC
"Penguicon Photo Booth",5/3/2019,16:00,5/5/2019,16:00,TRUE,"Say cheese! Grab a prop and take some pics!  Speakers include:","Lobby",PUBLIC
"Chaos Machine",5/3/2019,16:00,5/5/2019,16:00,TRUE,"This customizable marble roller coaster is a perennial favorite. It serves as a metaphor for the open source development process. The Chaos Machine is available all weekend for Penguicon attendees to tinker with!  Speakers include:","Lobby",PUBLIC
"Bazaar Quest",5/3/2019,16:00,5/5/2019,16:00,TRUE,"A D&D quest of greatness!  Speakers include:","Various Location",PUBLIC
"Giant Jenga",5/3/2019,16:00,5/5/2019,16:00,TRUE,"It's your favorite party game, Jenga, but GIANT!  Speakers include:","Lobby",PUBLIC
"Prize Capsule",5/3/2019,16:00,5/5/2019,16:00,TRUE,"Put in a quarter and get a prize!  Speakers include:","Lobby",PUBLIC
"Penguin Hunt",5/3/2019,16:00,5/5/2019,16:00,TRUE,"Hunt down the elusive alien race of Pengui who are here because they thought Penguicon was a call from their mothership to send them home. They are a friendly but skittish bunch so we ask that you only observe them where they are by taking their picture. You will be rewarded for your skills of observation when you present your captured image to the ConChair, Jessica Roland.  Speakers include:","Various Location",PUBLIC
"Dice Forge",5/3/2019,12:00,5/3/2019,13:00,FALSE,"BG 2-4 players; Development game featuring innovative mechanics based on dice with removable faces. In this dice crafting game, players build their own dice. Roll your dice, manage your resources, complete ordeals before your opponents and explore multiple winning strategies.  Speakers include:The Wandering Meeple","Gaming (TC's Room)",PUBLIC
"Azul",5/3/2019,13:00,5/3/2019,15:00,FALSE,"BG 2-4 players; Players take turns drafting colored tiles from suppliers to their player board. Later in the round, players score points based on how they've placed their tiles to decorate the palace. Extra points are scored for specific patterns and completing sets; wasted supplies harm the player's score. The player with the most points at the end of the game wins.  Speakers include:The Wandering Meeple","Gaming (TC's Room)",PUBLIC
"Unpublished Prototype: GaiaVora",5/3/2019,15:00,5/3/2019,16:00,FALSE,"BG; Players fill the rotating cardboard planet of Gaia with verdant life. Arrange your carnivores, herbivores, and plants, so you can eat your opponents, under the light of Vora, the moon. Survive on the highest stacks of land tiles, when the final meteor strikes!  Speakers include:Nemo Rathwald","Gaming (TC's Room)",PUBLIC
"Building an Open Source Artificial Pancreas",5/3/2019,16:00,5/3/2019,17:00,FALSE,"What if open source software or hardware could help improve peoples lives by solving some of their health problems? After the medical tech industry kept promising a system to help automatically manage insulin for type 1 diabetic people and never delivering, some people got together to find ways to do it with the tech they already had. Over the past few years, a 'closed-loop' system has been developed to algorithmically regulate peoples blood sugars. As a diabetic, the presenter built this system and saw her sugar values stabilize much more than would be possibly by managing them manually. Learn about OpenAPS (the open artificial pancreas system) and how it works, what problems it solves, and its safety and security concerns. The presenter will also share her personal experience and what OpenAPS means for her health now and in the future. Consider how we, as software developers, can change peoples lives through the code we write.  Speakers include:Sarah Withee","Algonquin C/D",PUBLIC
"Mystic Vale",5/3/2019,16:00,5/3/2019,17:00,FALSE,"BG 2-4 players; This game features an innovative 'card crafting system,' which lets you not only build your deck, but build the individual cards in your deck, customizing each card's abilities to exactly the strategy you want to follow.  Speakers include:The Wandering Meeple","Gaming (TC's Room)",PUBLIC
"How To Get Started In Cosplay",5/3/2019,16:00,5/3/2019,17:00,FALSE,"Have you seen a lot of con goers dressed up in fabulous costumes? Would you like to join in on the fun? Feeling a little clueless on how to start or maybe a bit intimidated? We will talk about techniques to make a costume, sources of inspiration, how to choose a character, and trying to keep it all in a budget.  Speakers include:Jennifer Skwarski","EMC I",PUBLIC
"Dice!",5/3/2019,16:00,5/3/2019,17:00,FALSE,"An in-depth talk about the gaming staple, dice. Their history, styles and types (including crooked dice), big manufacturers and independent makers, and a focus on building and maintaining a collection.  Speakers include:Ellen Rimar","EMC II",PUBLIC
"Open Source Firewall pfSense",5/3/2019,16:00,5/3/2019,17:00,FALSE,"Learn how to configure the open source pfSense firewall.  Speakers include:Tom Lawrence","Charlevoix B",PUBLIC
"Beginners Guide to Giving a Panel",5/3/2019,16:00,5/3/2019,17:00,FALSE,"Have you every ever thought about giving your own presentation at Penguicon or other events but didn't think you had what it takes? Being able to give a presentation isn't just a way to get discounted admissions to conventions, it is a valuable skill that can be applied in your everyday life. I have worked in the convention support industry for over 18 years and have seen amazing and not-so-amazing speakers. Let me share with you some of the pitfalls to avoid as well as easy tips for preparing your presentation and overcoming the fear of failure. Maybe next year you can get one of those spiffy presenter ribbons.  Speakers include:John Patrick","Charlevoix A",PUBLIC
