"Sequels and Series in Genre Fiction",5/2/2014,16:00,5/2/2014,16:50,FALSE,"We all love that feeling we get when we can fully immerse ourselves in a fictional world.  Conversely, the return to the real world can be quite shocking.  Is this part of the reason for the prevalence of series work in genre fiction?  Is it something from the publishing side?  Is there a place for the stand alone work in SFF?  Speakers include:Mary Lynne Gibbs, Michael Cieslak","Montcalm",PUBLIC
"On Location: Local Food and Local Businesses, and Why We Need Them",5/2/2014,17:00,5/2/2014,17:50,FALSE,"This discussion will address the importance of local food and businesses in our world today, why they are important, and why they are gaining in popularity. The talk will inspire people to support their local mom n' pop shops over the big box stores, and in turn do good for their local communities. Attendees will learn about farmers' markets, buying clubs, CSA's (community supported agriculture), and other local resources to provide food, fun, and entertainment.  Speakers include:Paul Angelini","Montcalm",PUBLIC
"Conquering HTML5 Apps: Session 1",5/2/2014,18:00,5/2/2014,18:50,FALSE,"Javascript got you down? Do you see fancy single page applications and wonder how in the world that thing works? Do you make this stuff every day and just want to make more or see someone else's approach? This intermediate level panel is for you! This is the first of two sessions -- please come to both! In this session, we will focus on tooling, structure, mock data sets, and build process. Follow along with the presenter, and walk away with a working single page app. Stan represents Bitovi.
To get the best head start, clone https://github.com/shcarrico/skel-html5 and follow the readme for install directions.   Speakers include:Stan Carrico","Montcalm",PUBLIC
"What's the Deal with "Internal" Martial Arts?",5/2/2014,19:00,5/2/2014,19:50,FALSE,"You see it all the time in movies (think Kung Fu Hustle):  The martial artist whose style is soft and flowy, but who somehow mysteriously is ten times more powerful than the Chuck Norris guys.  What's the deal with the 'internal'-power styles, like Taiji and Bagua?  What's really the difference between an internal and an external martial-art, and which is really more powerful?  What's the secret to the One-Inch Punch?  What characters in movies, anime, and scifi are doing which styles, and how accurately?  Come get your questions answered!  Speakers include:Marie Staver","Montcalm",PUBLIC
"From Sketchup to Lasercut",5/2/2014,20:00,5/2/2014,20:50,FALSE,"Do you have an idea for a thing?  The act of going from an idea to physical prototype is fraught with challenges and gotchas.  But if you can make your prototype 'flat pack,' I can show you how to go from modeling your idea in Sketchup to cutting it out on the big laser cutter at i3Detroit in record time.  Speakers include:Matt Switlik","Montcalm",PUBLIC
"Introduction to OpenBSD",5/2/2014,21:00,5/2/2014,21:50,FALSE,"OpenBSD is an open source operating system that emphases security and reliability. Come take a tour!  Speakers include:Steve Andre, Marcus Watts","Montcalm",PUBLIC
"Gaming Without Boundaries",5/2/2014,22:00,5/2/2014,22:50,FALSE,"What happens when you are out at a restaurant, or waiting in line for a movie, and you've forgotten to bring a game to stave off boredom? This panel will teach you several games you can play with any number of people that require only a pen and paper, a few coins, or nothing at all. Puzzle games, word games, party games, strategic games, dexterity games... all can be played if you just know the rules! You'll instantly feel like you can handle any airline delay or family function without your miniatures, cards, or boards.  Speakers include:Anthony Cholag","Montcalm",PUBLIC
"All About Audiobooks",5/3/2014,9:00,5/3/2014,9:50,FALSE,"We all spend a great deal of time driving or otherwise working on projects that prevent us from reading as much as we'd like. Many have found audiobooks to be a great way to take advantage of otherwise lost time. Learn the current (and historic) technology.  Speakers include:Bill Kolasa","Montcalm",PUBLIC
"Don't Scrap the Soil: Redefining Waste with Composting",5/3/2014,10:00,5/3/2014,10:50,FALSE,"Learn one powerful way to give back to the Earth with the basics of composting.  Come find out why it's important (and awesome), and how to do it yourself. This talk will cover composting both indoors and out, and some of the various methods to convert potential “waste” into rich, fertile soil.  Speakers include:Paul Angelini","Montcalm",PUBLIC
"Sudo: You're Doing It Wrong",5/3/2014,11:00,5/3/2014,11:50,FALSE,"Sudo is one of the most widely deployed authorization tools for Unix-like systems. It's also one of the most commonly misconfigured, leaving security holes for intruders.This talk takes you through common sudo uses and breaks them, then suggests secure ways to accomplish what you really want. We'll talk about exotic sudo features, such as LDAP and intrusion detection.  Speakers include:Michael W. Lucas","Montcalm",PUBLIC
"Civic Technology",5/3/2014,12:00,5/3/2014,12:50,FALSE,"From SMS-based blogging platforms, to visualization of large-scale public data, to Android tablets for prison inmates reconnecting with society, the way we interact with each other, our communities, and our governments is changing.  This panel will present some exciting examples and speculate on future possibilities.  Speakers include:Ed Platt, Shaka Sengho","Montcalm",PUBLIC
"How I Lost 100 Pounds Without Being Miserable",5/3/2014,13:00,5/3/2014,13:50,FALSE,"Jeff used to be really big, now he's not. Using a mixture of math, science, and personal story, he'll explain how he went from 280 lbs to 160 lbs in a little over a year and how you can too.  Speakers include:Jeffrey Quesnelle","Montcalm",PUBLIC
"How To Hold Your Breath Until People Give You What You Want",5/3/2014,14:00,5/3/2014,14:50,FALSE,"Fun fact:  There's a simple trick you can do to double your breath-hold almost immediately.  Apnea is a fascinating study from a psychological, physical and meditative perspective -- come learn about it, including trying that trick out!  Marie is a licensed freediver and an underwater hockey player.  Speakers include:Marie Staver","Montcalm",PUBLIC
"Teaching Free Software to Homeschoolers",5/3/2014,15:00,5/3/2014,15:50,FALSE,"Emily is a GNOME member and developer, as well as a mother with an interest in teaching her kids. Come learn from her experience in teaching free software.  Speakers include:Emily Gonyer","Montcalm",PUBLIC
"Two-Factor Authentication: A Primer",5/3/2014,16:00,5/3/2014,16:50,FALSE,"Let Mark, a security professional, teach you how you can use two-factor authentication to improve your security and prevent the bad guys from stealing your online accounts.  Speakers include:Mark Stanislav","Montcalm",PUBLIC
"An Intro to Foraging in Michigan",5/3/2014,17:00,5/3/2014,17:50,FALSE,"As the costs of fossil fuels continue to rise, so too will the price of food. And yet there is free, nutrient-dense food to be found growing all around us. From inconspicuous “weeds” to thorny shrubs, wild food is free, flavorful, and often abundant. This talk will teach attendees the essentials of foraging in Michigan, including best practices, and how to safely identify and harvest three common plants.  Speakers include:Paul Angelini","Montcalm",PUBLIC
"Is Your MMO Teaching You About Life?",5/3/2014,18:00,5/3/2014,18:50,FALSE,"Massively Multiplayer Online games (MMOs) have been around for decades. Did you know they were teaching you things you could use in real-life?  We will examine the parallels and differences that many don't realize are there until they step back and look at them. Trying to get into a top guild? Better be ready to write a good application and have references and an interview. Sounds a lot like getting a job to me...  Speakers include:Craig Hibbard","Montcalm",PUBLIC
"Sustainable Engineering in Developing Economies",5/3/2014,19:00,5/3/2014,19:50,FALSE,"The presenter will highlight some of the work that EOS International (http://eosinternational.org/) is doing in Nicaragua and how you could use the technology here.  Started by young engineering grads, EOS International is a great example of what keeping engineering local and appropriate means.  Speakers include:Kristy Currier","Montcalm",PUBLIC
"Inside Game Face Labs",5/3/2014,20:00,5/3/2014,20:50,FALSE,"Join Ed Mason, CEO of Game Face Labs, as he gives you a behind the scenes look at making virtual reality come to life.   Speakers include:Ed Mason","Montcalm",PUBLIC
"Polyamory 201",5/3/2014,21:00,5/3/2014,21:50,FALSE,"Advanced polyamory topics for practicing polyamorists.  We're skipping basics like 'what is polyamory' to talk about different poly relationship formats and how they tend to fare in different circumstances, how to introduce newbie polyamorists to a stable poly network with a minimum of drama, and more.  Speakers include:Susan","Montcalm",PUBLIC
"Poly Family Life",5/3/2014,23:00,5/3/2014,23:50,FALSE,"Not just for parents! This session will cover the whole of polyamorous family life: how to keep long-term relationships alive and healthy, household management, dealing with extended families, and yes, kids.  If you are a practicing polyamorist or seeking one or more long-term relationships, this session is for you. If you are poly-curious and want to see the different ways that poly families take shape, please feel free to join us.  Speakers include:Susan","Montcalm",PUBLIC
"Getting Things Done (GTD) Under Linux",5/4/2014,10:00,5/4/2014,10:50,FALSE,"The Getting Things Done (GTD) methodology by David Allen is a popular way to not only get things done but also to clear away distractions and achieve focus. Craig Maloney details how he uses GTD under a Linux environment, using tools like Todo.txt, Evernote, Dropbox, and text files. He'll also cover some useful tips and tricks for setting up and honing your own GTD system.  Speakers include:Craig Maloney","Montcalm",PUBLIC
"Creating Machine Tool Paths In Adobe Illustrator",5/4/2014,11:00,5/4/2014,11:50,FALSE,"If you use a laser cutter, vinyl plotter, or other CNC tools at i3Detroit or another hacker space, you need 2D paths that the tool will follow. This path, or 'vector', is described with various formats such as SVG (scalable vector graphics), AI (Adobe Illustrator), or DXF (digital exchange format). This class will teach you the basics the premiere vector illustration tool, Adobe Illustrator, with an emphasis on how to prepare your file to be used as a tool path. Computers and software are not provided, we can help if you bring a prepared file or Illustrator.  Speakers include:Matt Arnold","Montcalm",PUBLIC
"The Trials and Tribulations of  the Artists Lifestyle",5/4/2014,12:00,5/4/2014,12:50,FALSE,"Join a webcomic artist that dabbles in film, a film maker, a cosplayer, and a cosplayer/model/artist as they sit down with you for a guaranteed laugh riot. They'll share some of their wackiest moments working on their craft. Both aspiring artists and those that have never given thought towards creation are encouraged to come!  Speakers include:BluRaven C. Houvener, Gabrielle Gamache-Nettles, Lainey Carroll, Sam Vernier","Montcalm",PUBLIC
"Your Personal Penguicon with a Passport!",5/4/2014,13:00,5/4/2014,13:50,FALSE,"It's finally time: You need to visit Germany and Japan! Whatever your interest is, odds are you'll find a unique spin on it overseas that will change your life and how you view humanity. With nearly half a million transcontinental miles flown east and west, Nick Farr will regale you with tales of the geekiest highlights in both countries and tips on how to have an authentic, safe, geeky and budget-conscious international trip to Germany and Japan.  Speakers include:Nick Farr","Montcalm",PUBLIC
"Cutting Edge Neuroscience or Science Fiction?",5/4/2014,14:00,5/4/2014,14:50,FALSE,"An exploration of the fine line between the field of neuroscience and science fiction. Cutting edge neuroscientific research tends to sound more like science fiction year by year. Can you tell the difference between science fiction and cutting edge neuroscience? Topics include both molecular/cellular/developmental neuroscience, and behavioral neuroscience. See if you're up to date on the latest developments in the understanding of man's most complex machine, the human brain!  Speakers include:Heather Aman","Montcalm",PUBLIC
"Living From Your Strengths",5/4/2014,15:00,5/4/2014,15:50,FALSE,"What are your core strengths? How can you integrate your unique combination of talents and innate abilities into your personal and professional life? Focusing on what we do well provides greater opportunities for success and helps establish the foundation for some of our more dormant talents to develop and flourish. Come learn how to enjoy a better quality of life by focusing on your strengths.  Speakers include:Melissa Wren","Montcalm",PUBLIC
