Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
"Chaos Machine",4/29/2016,16:00,5/1/2016,15:00,TRUE,"This customizable marble roller coaster is a perennial favorite, serving as a metaphor for the open source development process. The Chaos Machine is available all weekend for Penguicon attendees to tinker with!  Speakers include:","Lobby",PUBLIC
"Free Fates Fortune Telling Booth",4/29/2016,16:00,5/1/2016,15:00,TRUE,"Find a token, bring it to the booth in the lobby, and randomly generated predictions will be given to you! You may also write a short question and receive a Yes or No answer in return. Hours of operation posted at the booth.  Speakers include:Valerie Hibbard","Lobby",PUBLIC
"Giant Jenga",4/29/2016,16:00,5/1/2016,15:00,TRUE,"Stop by and play some (enormous) Jenga with your friends, or meet new people. No writing dirty things on the blocks! You'll just have to use your imagination.  Speakers include:","Lobby",PUBLIC
"NUET Scouts",4/29/2016,16:00,5/1/2016,15:00,TRUE,"The Scouts are at it again! The Nearly Useless Entertainment Team is back for another year at Penguicon, bringing you fun, mayhem, and shenanigans. Find us wandering the con to see what we have planned this year.  Speakers include:Justin Coluzzi, Kevin McLeod, Alex Drummer","Lobby",PUBLIC
"Pengicon Picture Bingo",4/29/2016,16:00,5/1/2016,15:00,TRUE,"Snap a picture of each clue and you will be rewarded! Go to Registration, Ops, or the Greeter Table to get started!  Speakers include:","Lobby",PUBLIC
"Pirate Sea Chanties!",4/29/2016,16:00,5/1/2016,15:00,TRUE,"Rathbone the Pirate will enchant us with authentic sea chanties throughout the weekend!  Speakers include:Rathbone the Pirate","Lobby",PUBLIC
"Ribbon Fairies",4/29/2016,16:00,5/1/2016,15:00,TRUE,"Look out for the Ribbon Fairies! If you find them, you can trade them a ribbon for a ribbon!  Speakers include:","Lobby",PUBLIC
"Where in the World?",4/29/2016,16:00,5/1/2016,15:00,TRUE,"Wondering where people are coming from to go to Penguicon?  Stop by and tag the city you came from on the World, US or Michigan map!  Speakers include:","Lobby",PUBLIC
"Pirate Treasure Hunt!",4/29/2016,16:00,5/1/2016,15:00,TRUE,"Join our Mayhem Featured Guest Rathbone the Pirate on a treasure hunt throughout the hotel!  Speakers include:Rathbone the Pirate","Mystery Location",PUBLIC
"Paint and Take",4/29/2016,16:00,4/29/2016,21:50,FALSE,"We will bring ready-to-paint metal and plastic miniatures, at the cost of $6 per figure. This includes paint, help, and figure.  Some free figures may be had till gone-- 1 per day per person.  Speakers include:Linda Martelle, Dean Martelle","Game Table H, Game Table I",DEFAULT
"Artemis",4/29/2016,17:00,5/1/2016,14:50,TRUE,"Space… the ultimate target-rich environment. These are the voyages of the Starship Artemis, and its sister vessels, whose ongoing mission is seek out aggressive life forms, marauders and even each other, and blow ‘em all to space-smithereens!  Lansing Makers Network will be bringing their version, with lighting effects, of the popular starship bridge simulator game, Artemis! A co-op starship sim for up to six crew members.

  Speakers include:Lansing Maker Network","321",PUBLIC
"Dangeous Things",4/29/2016,19:00,5/1/2016,15:00,TRUE,"Featured Guests Dangerous Things will be set up in our Hacker Space throughout the weekend offering RFID implantation services. Please stop by and talk to them for more information and for costs.  Speakers include:Amal Graafstra, Anita Fowler","HackerSpace (317)",PUBLIC
"I know Kung Fu",4/29/2016,16:00,4/29/2016,17:50,FALSE,"' I know Kung Fu.' Sound familiar? Thanks to movies like the Matrix and Kung Fu Panda, this ancient martial art is fairly well known in the west. But do you actually know what it really is? If you want to find out, come and learn some basics of this ancient art form that is thousands of years old, and get a taste of what real Kung fu is like!  This workshop will be active, so dress comfortably! Workout pants and sneakers would be ideal, dress clothes, costumes, or restrictive clothing should be avoided. For safety reasons, this is not a workshop generally recommended for children or those with medical and or physical conditions that would make high mobility a health risk.  Speakers include:Mike SanDiego","Algonquin A",PUBLIC
"LN2 Welcome Back Ice Cream",4/29/2016,16:00,4/29/2016,17:50,FALSE,"For the opening session of Liquid Nitrogen Ice Cream, we tell you the ingredients on hand and we make fun and tasty flavors together.  Alternative ingredients available; we can make some non-dairy or sugar-free!  Speakers include:Sarah Elkins, Phil Salkie","Consuite",PUBLIC
"SAR Lessons",4/29/2016,17:00,4/29/2016,17:50,FALSE,"Have you ever considered volunteering as an emergency responder, or are you simply curious about what happens in disaster areas when the 'official' help runs out?  An experienced former search and rescue (SAR) volunteer will share lessons learned about SAR operations, and perhaps a little about life.  Speakers include:Susan Sons","Charlevoix C",PUBLIC
"Basic Skills for Working with Electronics",4/29/2016,17:00,4/29/2016,17:50,FALSE,"This presentation will cover the very very basics of DC circuit theory and the skills needed to cut and prep wire and then solder it together or to a component.  Speakers include:Christopher Bright","EMC I",PUBLIC
"Time Management",4/29/2016,17:00,4/29/2016,17:50,FALSE,"How to work, enjoy your hobbies, and still sleep.  Speakers include:Hannah Davis","EMC II",PUBLIC
"How To Be Civilized Online",4/29/2016,17:00,4/29/2016,17:50,FALSE,"The internet allows us to express our opinions, good and bad, anonymously and instantaneously.  Learn how to be a better cyber-citizen.  Speakers include:Mitchell Bowling, John Belden","Hamlin",PUBLIC
"So This Is Your First Penguicon",4/29/2016,17:00,4/29/2016,17:50,FALSE,"Our chair, Scott, will talk about why Penguicon is an awesome con and community, and give you a tour of what's in store for you this weekend.  If you're new to Penguicon and you want to get to know the event, this is the panel for you!  Speakers include:Scott Kennedy","Montcalm",PUBLIC
"Why Webcomics?",4/29/2016,17:00,4/29/2016,17:50,FALSE,"The internet is such a vital part of our day to day lives that even books have taken the digital plunge and comics have leapt from the page to the tablet screen. Come find out what makes a Webcomic a Webcomic and why you should be reading them if you aren't already.   Speakers include:BluRaven C. Houvener","Nicolet",PUBLIC
"Editors, Publishers, and Readers-- What Rules to Break and Which Don't Apply",4/29/2016,17:00,4/29/2016,17:50,FALSE,"Many new authors have heard the rules: One POV per scene, don't use adverbs, Limit the POVs to no more than three per story. These 'rules' have been taught for over a hundred years, but who came up with them and do they still apply to the modern reader?  Speakers include:Ann Leckie, Michael K. Elliot, Steven Saus, Tobias Buckell, Stacy Bender","Portage",PUBLIC
"Whose Geek Are You Anyway?",4/29/2016,18:00,4/29/2016,18:50,FALSE,"Come join in some geeky 'Whose Line Is It Anyway' style hijinks!  PG-13 content to be expected, fun for everyone!  Get ready to laugh and have ideas of things you'd like to do, or see others do!  Speakers include:Derek Newland","Algonquin A",PUBLIC
"Opening Ceremonies",4/29/2016,18:00,4/29/2016,18:50,FALSE,"Join our con chair, Scott Kennedy, the Con Committee, and our Guests of Honor as we open this bad boy up for the weekend.  You never know what surprises might be in store!  Speakers include:Scott Kennedy, Daniel Dugan, Nuri Gocay, Cylithria Dubois, Amanda Long-Adams, Amanda Robinson, Miranda Webster, Jessica Roland, Julie,Winningham, Ann Lemay, Ann Leckie, Cathrynne Valente, Deb Nicholson, Jason Mars, Lingjia Tang","Algonquin B/C",PUBLIC
"Getting Hands on With Linux",4/29/2016,18:00,4/29/2016,19:50,FALSE,"Who put the penguin in Penguicon? You did! Come get hands on with Linux with one of our favorite presenters. Tom Lawrence will guide attendees through the ins and outs of Linux for home and office use. Noteworthy addendum! There will be 20 laptops available in the lab. First come, first served.  Speakers include:Tom Lawrence","Computer Lab (EMC III)",PUBLIC
"Loving Your Cosplay Body",4/29/2016,18:00,4/29/2016,18:50,FALSE,"Just because you are not an exact replica of the character you'd like to be doesn't mean you can't pull off a great cosplay of them. Size, sex, race, or physical abilities should not hold you back from being who you really want to be. We will discuss how to accept, cover, camouflage, and overcome your body issues and cosplay with confidence.   Speakers include:Wendy Carson, John Belden","EMC II",PUBLIC
"Basic Sewing: Make a pillow",4/29/2016,18:00,4/29/2016,18:50,FALSE,"Whether you have never even seen a needle and thread, or have been sewing since you were three, come join me as I teach the basics. In this hands-on activity we will create and embellish a pillow. I will teach how to attach buttons, appliqués, ribbon and decorative trim. I will also teach how to do a basic hand stitch as well as a decorative blanket stitch.  The end result will be a decorative pillow for you to take home.  No experience necessary.   Speakers include:RainbowRavenX","EMC V",PUBLIC
"Social Media for Writers",4/29/2016,18:00,4/29/2016,18:50,FALSE,"What social media trends does a writer building their web footprint need to understand? What are some Dos and Don'ts?  Speakers include:David Erik Nelson, Michael W. Lucas, Christopher Purrett, Alex Kourvo","Hamlin",PUBLIC
"The Art of Retro Gamers",4/29/2016,18:00,4/29/2016,18:50,FALSE,"Journey to a panel in time discussing how fun it was to play games like Super Mario, Duck Hunt , Battle Toads and Dragon Warrior...losing your friends over frustration, gaining strong bonds by defeating tough bosses and networking as compared to now...  Speakers include:Ian Sterrett, Bob Waltenspiel, Jeremy Myers, Dave Phillips","Montcalm",PUBLIC
"Space Alert",4/29/2016,18:00,4/29/2016,19:50,FALSE,"5 players (ages 12+). Space Alert is a cooperative team survival game. A game lasts ten real-time minutes, while a soundtrack plays, announcing various timed challenges: from space battleships and interceptors, to different interstellar monsters and abominations, asteroids or even intruders and malfunctions on the spaceship. Players have to agree and coordinate on who will do what (moving around the ship, firing weapons, distributing energy, using battlebots to deal with intruders, launching guided missiles, etc.) in real time to defend the ship. Only a well-working team can survive 10 minutes and make the jump back to safety.  Speakers include:Eric McGlohon","Game Table C",DEFAULT
"Lords of Waterdeep",4/29/2016,18:00,4/29/2016,19:50,FALSE,"2-6 players. One of the best worker-placement games, with a strong D&D theme. Recruit fighters, rogues, clerics, and wizards to complete quests.  Speakers include:Steve Benson","Game Table E",DEFAULT
"Open Source Martial Arts",4/29/2016,19:00,4/29/2016,20:50,FALSE,"There are a great many martial artists here at Penguicon!  Come on down and work on some problem solving together!  Learn about the similarities and differences between European, Chinese, Japanese, Filipino, Indonesian, Malaysian, and all other martial arts styles!  Traditional, non-traditional, all are welcome here!  Speakers include:Kent Newland","Algonquin A",PUBLIC
"All Hands Active Keynote",4/29/2016,19:00,4/29/2016,19:50,FALSE,"Have you ever been curious about how your five senses really sense? How can you remember what your grandmother looks like? The secret lies in your body’s hidden electrical network that lives just below our skin and skulls: our nervous system! This talk will be hands-on demonstration of the basic principles of neuroscience and will explore the fascinating field of “electrophysiology”. Using our 'DIY' neuroscience tools, we will begin to see and hear what the brain actually looks like! We will continue to go deeper… exploring neurophysiology, functional electrical stimulation, micro-stimulation’s effect on animal behavior, neuropharmacology, even neuroprosthesis and human-to-human interfaces! (Don’t worry… all these will be explained in easy-to-follow experiments).  Speakers include:Greg Gage","Algonquin B/C",PUBLIC
"Writing Group 101",4/29/2016,19:00,4/29/2016,19:50,FALSE,"How to Survive and Thrive in a Writing Group   Speakers include:Christian Klaver, David Erik Nelson, Cindy Spencer Pape","Algonquin D",PUBLIC
"Microprocessor Magic",4/29/2016,19:00,4/29/2016,19:50,FALSE,"Add movement, color, sound, and interactivity with a tiny computer system designed for artists and designers. Christopher Bright shows us how to use the Arduino microcontroller to take in information and then express it through lights, sounds, or motion. The potential here is limitless. Arduinos have been used to build opensource EEG machines, heart rate monitors, robotic motion controllers. In this workshop you will create a heart-rate sensor that in turn flashes an LED on time. Easy, and very fun. I will have plenty of micro boards on hand for folks to play with and a selection of kits for sale at dramatically reduced prices compared to retail.  Speakers include:Christopher Bright","Baldwin",PUBLIC
