event_key,active,name,event_start,event_end,event_type,event_subtype,description,host_org,url,media_url,map,seats,goers,checkins,invite_only,venue,address,company,audience,subject,geo_area,tags,fsq_venue_id,custom1,custom2,custom4,custom5,id,venue_id,speakers,moderators,artists,sponsors,exhibitors,staff
"18","Y","Safe Play and Breath Play","2019-05-03 22:00:00","2019-05-03 23:00:00","After Dark","","Come learn about common mistakes and how to safely partake in this... breathtaking way to play! This event is 18+.","","","","","0","16","0","N","Charlevoix A","","","","","","","","","","","","73a35204953facf3df107b7ebcb79cb0","931323","TheMtnLioness","","","","",""
"155","Y","Fellowship of Fools - A Friendship Game Possibly with Benefits","2019-05-04 22:00:00","2019-05-04 23:00:00","Gaming, After Dark","","Come join your fellow fools as we start our journeys. This session will start with just a little background on our friendship game, Fellowship of Fools: The (Friendship) Game. We will spend some time playing the game and getting to know one another. Then we will share the NEW Romance and Sexuality decks. Some these questions are hard! Come prepared to dive deep and make a friend or find a new spark with a little help from our game. This a session for adult attendees, so this event is 18+.","","","","","0","14","0","N","Algonquin C/D","","","","","","","","","","","","74ac0062df9a9323fd54efb61450e823","931392","Casey O'Donnell, Hermione Banger","","","","",""
"76","Y","You've Created It, Now Get It Out There!","2019-05-03 19:00:00","2019-05-03 20:00:00","DIY","","So you've created your own film, game, zine- how do you get it so others are aware and interested? I will take you through the basics of setting up your own Kickstarter campaign successfully, getting your project (film, video game) listed on IMDb, how to gain interest on social media platforms, and more tricks of the trade! Don't let your newest creation live in obscurity any longer!","","","","","0","6","0","N","EMC IV","","","","","","","","","","","","757e781f11ac0d62d68567832e426d7c","931359","Mike Madigan","","","","",""
"323","Y","Solar Panel Panel: Begin the Revolution and Make Money","2019-05-05 12:00:00","2019-05-05 13:00:00","Tech","","Solar is becoming the cheap way to create energy, but is it profitable?","","","","","0","10","0","N","Charlevoix A","","","","","","","","","","","","75e6bad0371473f8157d25855d32a4c0","931323","Gibson Nichols","","","","",""
"42","Y","BoF: Dr. Who Meet Up","2019-05-03 20:00:00","2019-05-03 21:00:00","Cosplay","","Birds of a Feather meet up for Dr. Who cosplay! Old school, new school, doctors, companions, enemies, family and friends, as well as spin off characters are welcome. Come dressed in your favorite Dr. Who cosplay, meet like minded people, enjoy conversations, strike poses, and take as many photos as humanly possible. Don't forget your props, witty comments, and sense of humor. Who knows? We may even be able to get a certain blue police box to stop by...","","","","","0","11","0","N","Charlevoix B","","","","","","","","","","","","76413aa13250436e3df27dd84e647162","931344","","","","","",""
"150","Y","Paper Tales","2019-05-04 15:00:00","2019-05-04 16:00:00","Gaming","","BG 2-5 players A simultaneous drafting card game. Each turn, players draft five units that they then recruit into their kingdom — assuming that they can pay. These choices determine the players ability to shine in battle, generate great income, construct dominant buildings, and earn legend points. There are only four hiring positions available during the four rounds of the play, but your units grow older with each turn until time takes them away.","","","","","0","1","0","N","Gaming (TC's Room)","","","","","","","","","","","","772f5c5d130f3120e66bee007bf78c63","931386","The Wandering Meeple","","","","",""
"318","Y","An Overview of Vim","2019-05-04 10:00:00","2019-05-04 11:00:00","Tech","","We will look at the Vim Text Editor, starting with the very basics and moving to some of the lesser known features of Vim. Bring your computer with Vim already installed if you want to work along with the speaker.","","","","","0","5","0","N","Computer Lab [Charlevoix C]","","","","","","","","","","","","778b034527ed9722c0bedfd9e2618e3b","931398","Michael Rometty","","","","",""
"140","Y","Pompeii","2019-05-04 17:00:00","2019-05-04 18:00:00","Gaming","","BG 1-6 players; A tile-laying game where the players must work cooperatively to save as many citizens as possible.","","","","","0","1","0","N","Gaming (TC's Room)","","","","","","","","","","","","77b1f36b1bce6c6f51f46e816967d655","931386","Mike Dudash","","","","",""
"123","Y","The Idiots Guide to Microtransactions: Ludicrous Boxes Edition","2019-05-04 17:00:00","2019-05-04 18:00:00","Gaming","","Tired of seeing lootboxes in your video games? Not tired of watching parody? This year's panel for the Idiot's Guide to Microtransactions (IGTO) is themed around Spaceballs, so we will be searching for more money and ludicrously transitioning toward plaid. Ludicrous Boxes! NO!","","","","","0","1","0","N","EMC III","","","","","","","","","","","","77de3f666c4c7cfdf5e8d0832e93feb1","931356","Ianformed, Phil Nocerini","","","","",""
"110","Y","The GRAM Role-Playing Game: Introductory Demo","2019-05-04 17:00:00","2019-05-04 18:00:00","Gaming","","RPG: Join us for a demonstration of the GRAM role playing game led by one of the game designers.","","","","","0","3","0","N","Gaming (TC's Room)","","","","","","","","","","","","7800078dafef8e44c104065991a9acf0","931386","Cyndi Chadwick","","","","",""
"78","Y","Double Knitting","2019-05-05 13:00:00","2019-05-05 14:00:00","DIY","","Double it up in this panel as we teach you how to make things on both sides of the skein. Basic knit and purl stitch skills required to bring double the trouble in this panel! I have supplies for 9. If more attendees show up - bring any needles, circular ones are my preference. 2 contrasting colors of yarn.","","","","","0","3","0","N","EMC II","","","","","","","","","","","","78119a53c90c96b0c251d92800616c6c","931368","Patt Mundy, Mary Fitzpatrick","","","","",""
"368","Y","TEALS Program Info Session","2019-05-04 10:00:00","2019-05-04 11:00:00","Life","","The TEALS Program matches technology progessionals with educators to help bring computer education to schools. Come learn more about the program and how you can help or get your school involved.","","","","","0","0","0","N","Baldwin","","","","","","","","","","","","781875869786b52d8339ee0470f7543e","931389","","","","","",""
"9","Y","Consent Expectations and Party Vetting Opportunity","2019-05-03 18:00:00","2019-05-03 19:00:00","After Dark","","This is a primer on dungeon policies and expectations specific to the Jett's Arcade Dungeon Party. If you want to attend the Dungeon Party, be sure to attend one of the consent panels and be vetted. This event is 18+.","","","","","0","23","0","N","Baldwin","","","","","","","","","","","","7901c7df228435721da68740924714b9","931389","Jett Khat","","","","",""
"241","Y","Morning Rave","2019-05-04 06:00:00","2019-05-04 08:00:00","Mayhem","","Come party in the AM! Get pumped up and dance your heart out, calm down with some yoga, and help yourself to some coffee and tea.","","","","","0","20","0","N","Algonquin A","","","","","","","","","","","","7961ed691c105ed77d0562b0aa27a3dd","931341","","","","","",""
"165","Y","Making Financial Decisions","2019-05-04 14:00:00","2019-05-04 15:00:00","Life","","There are tons of people out there telling you what you should do with your money. But how do you decide what's hype and what's actually best for you? Come learn how to manage your finances the way that's right for you. No sales, no silly advice about skipping lattes, just a method that helps you decide where your money is best spent, saved and invested.","","","","","0","13","0","N","EMC V","","","","","","","","","","","","7cdf94c24492abfa5b0353dce52aa6f4","931353","Ericka Kahler","","","","",""
"379","Y","Reading: BluRaven C. Houvener","2019-05-04 16:00:00","2019-05-04 17:00:00","Lit","","The authors read from their works.","","","","","0","0","0","N","Author Readings Room","","","","","","","","","","","","7d9797e32e065ac76f8652004e9f0e9e","935098","BluRaven C. Houvener","","","","",""
"98","Y","LN2 After Hours Ice Cream","2019-05-03 21:00:00","2019-05-03 23:00:00","Food","","Late night ice cream ingredients may include beer, cider, mead, or liquor. Admission will require 21+ ID (proof of legal drinking age). We'll also teach the basics (safety, proportions) and coach anyone who wants to learn to stir or do all this on their own! As a reminder, we make inclusive ice cream. We have non-dairy bases and sugar-free sweeteners on hand. We're prepared if you speak up. We want everyone to be able to enjoy!","","","","","0","22","0","N","LN2 [Hamlin]","","","","","","","","","","","","7da1a0c63f6cbf67e5357794bf05224d","931383","Sarah Elkins, Phil Salkie","","","","",""
"259","Y","Comic Books on the Big Screen","2019-05-04 16:00:00","2019-05-04 17:00:00","Media","","Did you enjoy Aquaman? Do you think Avengers: Endgame will live up to the hype? What would you change regarding Captain Marvel? Am I really the only one who liked Batman vs Superman? Join us to discuss comic book based films, including current, prior, and upcoming offerings. This will be a lively talk about what the movies got right, got wrong, and how they should improve with future cinematic endeavors. We look forward to seeing you there!","","","","","0","7","0","N","Algonquin B","","","","","","","","","","","","7f29129e809c48a60ed87ca685d1b24f","931395","Mikey Mason, LadyAna, Saladin Ahmed, Professor X","","","","",""
"391","Y","Author Office Hours with Diana Kathryn Plopa & Jean Davis","2019-05-04 16:00:00","2019-05-04 17:00:00","Lit","","Have a question about life, the universe, or publishing? Come chat with the author and find out all the answers to your burning questions.","","","","","0","1","0","N","Writer's Block ","","","","","","","","","","","","80cfa496557ff9ddb0fdfeb0445f0482","935101","Jean Davis, Diana Kathryn Plopa","","","","",""
"328","Y","FreeBSD Containerization: Jails","2019-05-04 17:00:00","2019-05-04 18:00:00","Tech","","FreeBSD's jails are the oldest open source virtualization system, and perhaps the least well understood. What are jails? How are they different from Linux and Solaris containers? What can you do with jails, and why? What are these virtual network stacks? How can you run Linux in a jail? How many questions can Lucas ask? Will he answer them? Come find out? Talk based on Lucas' new book, 'FreeBSD Mastery: Jails,' which should be released at Penguicon.","","","","","0","4","0","N","Nicolet","","","","","","","","","","","","81854c9b0254909c0f3a2eebaaff8b81","931329","Michael W. Lucas","","","","",""
"55","Y","Building and Flying a Real Aircraft","2019-05-04 18:00:00","2019-05-04 19:00:00","DIY","","Join a flight instructor to talk about and see the process, tools, and options for building a real aircraft from a kit. We will also discuss learning to fly.","","","","","0","6","0","N","EMC IV","","","","","","","","","","","","81a8cdbe4ad46eca237d1145ad6f854e","931359","David VanderMolen","","","","",""
"160","Y","10 Commandments of Networking","2019-05-05 10:00:00","2019-05-05 11:00:00","Life","","Your network is the most important thing you will develop over the course of your career. We'll teach you how to do it right.","","","","","0","9","0","N","Charlevoix A","","","","","","","","","","","","8263d8e55800f92675bff00da4d222c4","931323","Dave Phillips","","","","",""
"49","Y","People R Us: People with Disabilities:","2019-05-04 17:00:00","2019-05-04 19:00:00","Diversity","","If you've ever walked the halls of Penguicon during a break between tracks, you might have noticed there are a huge range of micro-communities within our event. We're happy to provide a space this year for those groups to get together, relax, and start meaningful conversations. Focus: People with Disabilities","","","","","0","6","0","N","People R Us [1017]","","","","","","","","","","","","83838f067041ea0e2ad0027c1bb4eed5","931374","Josie Kusner","","","","",""
"248","Y","Got Comic Movie Overload?","2019-05-03 17:00:00","2019-05-03 18:00:00","Media","","With comic book films seemingly coming out every month, how long will it take for the comic book film to go the way of the western? Join us in a fun conversation about comic book films, past, present, and future...especially future!","","","","","0","4","0","N","EMC I","","","","","","","","","","","","8384f488b4d688c0128f48a288590ccd","931377","BluRaven C. Houvener","","","","",""
"198","Y","Anthology Submissions: Advice from the Editor","2019-05-03 20:00:00","2019-05-03 21:00:00","Lit","","Are you interested in submitting short stories to themed anthologies? Get tips and tricks from anthology editors.","","","","","0","5","0","N","Charlevoix A","","","","","","","","","","","","83e15b2d31fc2480c360395e2f572931","931323","Emily Bell, Colleen Nye","","","","",""
"367","Y","TEALS Program Info Session","2019-05-03 20:00:00","2019-05-03 21:00:00","Life","","The TEALS Program matches technology progessionals with educators to help bring computer education to schools. Come learn more about the program and how you can help or get your school involved.","","","","","0","0","0","N","Baldwin","","","","","","","","","","","","84a9d9147b55172b9189552e797bb532","931389","","","","","",""
"192","Y","Meet Atthis Arts: A Detroit-Area Small Press","2019-05-05 11:00:00","2019-05-05 12:00:00","Lit","","Curious about what a local small press is up to? Have questions about indie publishing? Meet the Atthis Arts team, out of Ferndale, and join in an open discussion about indie publishing.","","","","","0","6","0","N","Nicolet","","","","","","","","","","","","84c3f9997a3219ce8a0d96b9f28309e7","931329","Chris Bell, Emily Bell","","","","",""
"212","Y","The Importance of Animals","2019-05-04 09:00:00","2019-05-04 10:00:00","Lit","","From sentient characters to plucky sidekicks, animals have been featured in SFF since its inception. This talk will discuss which animal characters work, which don't, and perhaps how to create your own believable, non-human characters.","","","","","0","6","0","N","Charlevoix A","","","","","","","","","","","","8512550bf7a4a64e587d73a02888bb3a","931323","Cassandra Morgan, Michael Cieslak","","","","",""
"369","Y","Writer's Get Paid","2019-05-04 17:00:00","2019-05-04 18:00:00","Lit","","An open discussion on how even an unsuccessful novelist can make a good living as a copywriter.","","","","","0","3","0","N","EMC II","","","","","","","","","","","","851f52bcc4dc7c4405052327ede50067","931368","David Erik Nelson","","","","",""
"302","Y","E-learning Design: The Good, The Bad and the Very, Very Ugly","2019-05-05 11:00:00","2019-05-05 12:00:00","Tech","","E-learning is more than just a webpage. Today's e-learning can be smart, engaging and interactive, but it can also be done very, very badly. We'll discuss the good, the bad, and the ugly of modern e-learning design.","","","","","0","6","0","N","Charlevoix B","","","","","","","","","","","","853dbca00655ebe036cbaa3f3de8d341","931344","Clif Flynt, Ericka Kahler","","","","",""
"67","Y","Lockpicking 101","2019-05-04 11:00:00","2019-05-04 12:00:00","DIY","","Hands on with lock picks, just the basics, same as last year with a few new locks and things.","","","","","0","36","0","N","EMC I","","","","","","","","","","","","85a8a29e39ace5776f967d423fd0146d","931377","Joseph Rock","","","","",""
"387","Y","Author Office Hours with Michael W. Lucas","2019-05-04 10:00:00","2019-05-04 11:00:00","Lit","","Have a question about life, the universe, or publishing? Come chat with the author and find out all the answers to your burning questions.","","","","","0","0","0","N","Writer's Block ","","","","","","","","","","","","85ab58e9811d6a28f330ee5eb0181869","935101","Michael W. Lucas","","","","",""
"205","Y","Can I Get Some Trope Fries with My Trope and a Side of Trope Sauce?","2019-05-03 17:00:00","2019-05-03 18:00:00","Lit","","Tropes are tropes, but are readers still eating them up? A discussion of all things trope.","","","","","0","13","0","N","Montcalm","","","","","","","","","","","","85c095907562eeff8b3cdc528f962ad9","931326","Cassandra Morgan, Jen Haeger","","","","",""
"250","Y","Podcasting 101: So You Wanna Start a Podcast","2019-05-04 12:00:00","2019-05-04 13:00:00","Media","","Join us for a new and updated Podcasting 101 panel to help people get started in the wild world of podcasting!","","","","","0","11","0","N","Computer Lab [Charlevoix C]","","","","","","","","","","","","8611ea6bd4d20b2eab6d0a1e4bac451b","931398","Dave Phillips","","","","",""
"174","Y","Charisma Check: Teaching Social Skills With Modern Methods","2019-05-04 12:00:00","2019-05-04 13:00:00","Life","","This panel will cover using 'unconventional' methods to teach social skills to a variety of ages. Methods covered will include RPGs, improv, LARP, board games, and community activities.","","","","","0","11","0","N","Charlevoix B","","","","","","","","","","","","86d8abe612c803ad0b270b51ebfe3c05","931344","Jessica Humiston-Aman","","","","",""
"15","Y","Fun with Floggers","2019-05-03 21:00:00","2019-05-03 22:00:00","After Dark","","Come learn the ins and outs of a simple but deceptively complicated type of play: flogging. It may sound painful, it may seem simple, but when you know how, when, where, and why, you will be able to bring your partner to another plane of understanding and help them fall into the beat of the music. They will forget the rest of the world and float in another time and space. Warning: this class may lead you down a road filled with wetness, hardness, or otherwise being worshiped for your godly powers. This event is 18+.","","","","","0","15","0","N","Charlevoix A","","","","","","","","","","","","873437277c41fcc77efc143531d6ad89","931323","Rooskie","","","","",""
"112","Y","Dungeon Master Academy","2019-05-03 19:00:00","2019-05-03 20:00:00","Gaming","","An interactive, presenter-led round table discussion for dungeon/game masters of all experience levels to share ideas on how to improve their skills running tabletop roleplaying games. While this panel focuses on Dungeons & Dragons, all game systems/players are welcome.","","","","","0","13","0","N","Baldwin","","","","","","","","","","","","878703a01d1de16f37344f0d0443cc06","931389","Ellen Rimar","","","","",""
"23","Y","Lizzy's Garden Party","2019-05-05 13:00:00","2019-05-05 15:00:00","Anime","","The reapers of Black Butler cordially invite you to join us for an elegant midday tea. Come and learn about the finer points of the Victorian era, from the arts of etiquette and parasol dueling to the languages of fans and flowers. By the end, you will be able to charm most anyone! Limited seating, formal dress is welcome, please sign up in advance at Ops!","","","","","0","10","0","N","Food Room [317]","","","","","","","","","","","","87f23b7e20497bac9997de91c6d665aa","935095","Paul Kemner, A. Carina Spears, Star Stramel, Natasha Kidwell","","","","",""
"275","Y","AHA Badge Soldering","2019-05-04 19:00:00","2019-05-04 23:00:00","Penguicon","","It’s a yearly tradition to for All Hands Active to bring a special badge soldering project. There are two projects to choose from this year, a quick and easy option and a more complex one. Kits are available for purchase. All proceeds go directly to AHA.","","","","","0","9","0","N","Hackerspace (Room 328)","","","","","","","","","","","","885ba4be1ca3d623f7dbc25c081f5657","931407","AHA","","","","",""
"313","Y","Women in Technology","2019-05-04 14:00:00","2019-05-04 15:00:00","Tech","","Three women with a variety of backgrounds, education, and identities talk about their experience being in the field of technology. Audience questions and sharing is welcomed.","","","","","0","10","0","N","EMC IV","","","","","","","","","","","","88d40b9b5a7f35c09d2633711da76e6a","931359","Zena Jasenak, Gail Christopherson, Sue Blair","","","","",""
"142","Y","Vector! Attack of the Metapirates, Penguicon Edition","2019-05-04 11:00:00","2019-05-04 12:00:00","Gaming","","A tabletop RPG adventure in the world of Vector! Attack of the Metapirates*, specifically tailored for Penguicon. *Vector! Attack of the Metapirates is not an adventure, supplement, setting, or campaign, but a MEMETIC VIRUS. Vector and the Meta Pirates may spread their influence into not only one game, but many, and should they not be contained or halted, may even irrevocably alter you and your players. You have been warned.","","","","","0","1","0","N","Gaming (TC's Room)","","","","","","","","","","","","896a9eb752a066ca94f0a79c2f40c28a","931386","Shane Wheeler","","","","",""
"285","Y","Your Fat is Not Your Fault: What Science Says About Behavior and Weight","2019-05-04 16:00:00","2019-05-04 17:00:00","Science","","Join New England Journal of Medicine published author, Judith S. Shapiro, PhD., in an in depth discussion as she summarizes the research showing that increases in average weight are due to biological factors, and that attempts to reduce weight through diet and exercise do not work long-term.","","","","","0","16","0","N","Montcalm","","","","","","","","","","","","89eb68bdff4d73495b67271b296a7caa","931326","Judith S. Shapiro PhD","","","","",""
"273","Y","AHA Badge Soldering","2019-05-04 10:00:00","2019-05-04 13:00:00","Penguicon","","It’s a yearly tradition to for All Hands Active to bring a special badge soldering project. There are two projects to choose from this year, a quick and easy option and a more complex one. Kits are available for purchase. All proceeds go directly to AHA.","","","","","0","10","0","N","Hackerspace (Room 328)","","","","","","","","","","","","8aac19f52f56a0a49c818c661120747b","931407","AHA","","","","",""
"158","Y","Social Dancing 101","2019-05-04 19:00:00","2019-05-04 20:00:00","Life","","No one wants to be the awkward wallflower at a dance. Luckily we have two professional dance instructors with over 30 years of combined experience willing to teach you all the basics. We will be covering the basics of blues dancing as it is one of the simplest dances to start with.","","","","","0","27","0","N","Algonquin A","","","","","","","","","","","","8ab8d29f4e1c8ed1f34c189e709e7234","931341","April Jennifer Choi, Bethany Bymes","","","","",""
"152","Y","Via Nebula","2019-05-04 21:00:00","2019-05-04 22:00:00","Gaming","","BG 2-4 players; Crafters, builders and carriers — your help is needed to dispel the mists of Nebula! The people of the valley will reward you handsomely if you harvest and exploit our many resources, open paths through the mists, and help our settlers build new structures. Cooperate temporarily with other builders in order to create paths and share goods, but do not forget your own objectives. Will you have a statue erected in your honor on the Nebula City plaza?","","","","","0","1","0","N","Gaming (TC's Room)","","","","","","","","","","","","8b3c705dd50eab7a29f7469750007867","931386","The Wandering Meeple","","","","",""
"258","Y","Star Wars: So Now What?","2019-05-04 13:00:00","2019-05-04 14:00:00","Media","","What can the fandom do to support the Star Wars saga in this new era of social media? Will the series ever be the same? Is it possible to move on to new material and still retain the magic of the original trilogy? Come join us to discuss the future Star Wars and what you would like to see, and not see, on the silver screen.","","","","","0","5","0","N","Algonquin B","","","","","","","","","","","","8bb534e7194033a704ef0a32feeb6aa6","931395","LadyAna, Professor X","","","","",""
"22","Y","Black Butler AMV Tea Party","2019-05-04 19:00:00","2019-05-04 21:00:00","Anime","","Reapers work hard and party harder! Come join Ronald Knox, Abberline, Ankou D Undertaker, and William T. Spears as they light up the night as only grim reapers can! Sample a bevy of non-alcoholic drinks. Enjoy Japanese snacks and mingle as we watch videos, run a few games like the best Tsundere turn-away, and dance the night away.","","","","","0","6","0","N","Food [317]","","","","","","","","","","","","8d241ac63d1637947659a9e1839e7ae5","931350","Paul Kemner, A. Carina Spears, Star Stramel, Natasha Kidwell","","","","",""
"115","Y","Are You A Werewolf?","2019-05-04 12:00:00","2019-05-04 13:00:00","Gaming","","Well, are you? Let's play werewolf!","","","","","0","8","0","N","Algonquin A","","","","","","","","","","","","8e4657c4f908debd0612be84ab33dbaf","931341","Erika Wagner","","","","",""
"371","Y","Onitama w/ Life Sized Pieces","2019-05-05 11:00:00","2019-05-05 13:00:00","Gaming","","Play a simple short deep game using people as life sized pieces. Interested participants should bring consenting teams of two people; one person to literally stand as a piece on a wheeled platform for their team, and the other person to make decisions and move their life sized human playing piece for their team. An average game takes about fifteen to twenty minutes, quick set up, fast clean up, and will be played on a 5 by 5 grid. A game explanation will be provided and safety instruction required for all interested participants.","","","","","0","2","0","N","Algonquin A","","","","","","","","","","","","8f57a55fc68a942507e4725a6794ef73","931341","wally2069","","","","",""
"320","Y","Putting the Problem Back in Problem Solving","2019-05-03 17:00:00","2019-05-03 18:00:00","Tech","","So many people want to solve problems, they often skip over the important step of trying to really understand a problem and making sure they are solving the right problem. This discussion will focus on some exercises that can help you examine problems in the tech space (and life in general), to better hone your problem solving skills.","","","","","0","7","0","N","Algonquin C/D","","","","","","","","","","","","8fb65bd648f3f44af7414bd997ffe286","931392","Lana Krolikowski","","","","",""
"84","Y","Getting Baked: Vegan Style","2019-05-05 11:00:00","2019-05-05 12:00:00","Food","","Did you know that there are over 10 kinds of vegan egg replacers? Oh did you think this was a class on vegan edibles? Well, we'll get to that! Learn ways to replace eggs, milk, and butter for baked goods that are flaky, fluffy, and down right delicious. Samples provided of course. We'll also share recipes and methods for how to get the most baked out of your vegan baked goods!","","","","","0","11","0","N","Food [317]","","","","","","","","","","","","90d93406c4efddcba6d654b4468a3d7b","931350","Amy Wright","","","","",""
"278","Y","Opening Ceremonies","2019-05-03 18:00:00","2019-05-03 19:00:00","Penguicon","","Join Jessica Roland, our illustrious ConChair, the rest of the ConCom, and our amazing Guests of Honor as they kick off another fabulous Penguicon! You never know what might happen!","","","","","0","40","0","N","Algonquin C/D","","","","","","","","","","","","9149e92f1f0aaf8e8f664499a9770de8","931392","Cassy Sinke, Zed Shaw, Mikey Mason, Matt Arnold, Chelle Silas, Scott Kennedy, Christie Birtie, Karen Corbeill, Jeff Marraccini, Niki MacRae, Paul Keyes, Sophia Brueckner, Saladin Ahmed, Jessica Ann Roland, Amanda Long-Adams, Alison Chan, Brigit Bradakis","","","","",""
"46","Y","People R Us: Geeks of Color II","2019-05-04 11:00:00","2019-05-04 13:00:00","Diversity","","If you've ever walked the halls of Penguicon during a break between tracks, you might have noticed there are a huge range of micro-communities within our event. We're happy to provide a space this year for those groups to get together, relax, and start meaningful conversations. Focus: Geeks of Color","","","","","0","2","0","N","People R Us [1017]","","","","","","","","","","","","92a2afa8c2f87ae8b29f6c09b1ce105c","931374","Meredith Carson","","","","",""
"393","Y","Author Office Hours with G. S. Scott","2019-05-04 18:00:00","2019-05-04 19:00:00","Lit","","Have a question about life, the universe, or publishing? Come chat with the author and find out all the answers to your burning questions.","","","","","0","0","0","N","Writer's Block ","","","","","","","","","","","","931e6e2077a7b1e00cc2ed7715030f23","935101","G.S. Scott","","","","",""
"203","Y","Self-editing for Fiction Writers","2019-05-03 19:00:00","2019-05-03 20:00:00","Lit","","Join us for a discussion of techniques and suggestions for authors interested in self-publishing, preparing a manuscript for submission, or before hiring an editor.","","","","","0","8","0","N","Charlevoix A","","","","","","","","","","","","93a26a4238a8c0b5c30fc9f9003e9854","931323","Mary Lynne Gibbs, Jean Davis, G.S. Scott","","","","",""
"157","Y","Relationship Communication","2019-05-04 12:00:00","2019-05-04 13:00:00","Life","","In this panel discussion, we will cover a plethora of communication skills from basic body language and phrasing to techniques used in relationship counseling to improve communication and navigate the difficult conversations we have in life.","","","","","0","29","0","N","Charlevoix A","","","","","","","","","","","","9489316bd1098a28d4605b0a2e46e645","931323","April Jennifer Choi, Bethany Bymes","","","","",""
"36","Y","Stump The Experts","2019-05-04 13:00:00","2019-05-04 14:00:00","Cosplay","","Have an idea for cosplay, but don't know how to go about making it? Come ask a panel of long time cosplayers for some advice and see if they can come up with some solutions.","","","","","0","2","0","N","EMC II","","","","","","","","","","","","95bb00f487d8370170b65c87b2766a44","931368","Alex Drummer","","","","",""
"314","Y","My Kiln Control Project (Powered by Raspberry Pi)","2019-05-04 19:00:00","2019-05-04 20:00:00","Tech","","I created a kiln control program with my Raspberry Pi 3 for a DIY superconductor project. To make this superconductor, the chemicals must be heated for days and then carefully cooled down in a controlled manner. To minimize costs, I bought an inexpensive glass annealing kiln and wrote a Python GUI program to use a Raspberry Pi 3 as the kiln temperature controller. This talk will discuss the tools I used for this project including Raspberry Pi 3, Raspian, Gtk3, Git, Python3, Visual Studio Code, Glade, and Matplotlib.","","","","","0","0","0","N","EMC II","","","","","","","","","","","","974bf3e086fb214496f38c60e3c8b6d4","931368","Terry Howald","","","","",""
"40","Y","Advanced Pattern Drafting: Make a Sloper Workshop","2019-05-03 19:00:00","2019-05-03 21:00:00","Cosplay","","Learn to make your own pattern base customized to your own specific measurements to use in making future patterns fit you perfectly! This class is great for cosplay patterns or everyday clothing.","","","","","0","12","0","N","EMC III","","","","","","","","","","","","97706786be230cec4a32d5e9961c0a9c","931356","Jeannie Arquette","","","","",""
"195","Y","Psycho-Linguistics for Writers","2019-05-04 20:00:00","2019-05-04 21:00:00","Lit","","The words we use say a lot about us that we don't intend. Subtle things like the ratio of 'I/me' to 'you/they' tell you whether a speaker is a narcissist or a minion. Psycho-linguists use these tools to evaluate patients. Writers can use the same tools to create realistic, believable dialog and make their characters more vivid.","","","","","0","8","0","N","EMC II","","","","","","","","","","","","98afc04a4033b6d3b6c27ec9f9393243","931368","Clif Flynt","","","","",""
"56","Y","Intro to Metal Working","2019-05-04 12:00:00","2019-05-04 13:00:00","DIY","","A basic Q&A session with some show and tell of common tools used by the average metal worker, how they work, and how to use them safely. NO LIVE DEMONSTRATIONS, THINGS WILL CATCH FIRE.","","","","","0","11","0","N","EMC II","","","","","","","","","","","","98d1cc7d13c5d313ce120710498db5b5","931368","Derek Newland","","","","",""
"210","Y","Queer Theory for Everyone","2019-05-04 15:00:00","2019-05-04 16:00:00","Lit","","Post-structural critical theory has been a hallmark of literary criticism in academia for years. However, Queer Theory and its related modes of inquiry like Critical Gender Theory, Critical Disability Theory, and Critical Race Theory, have been profoundly influential across disciplines from education to anthropology to technology studies. Come learn about the history and basic concepts of Queer Theory and how you can utilize it for better writing & editing, more socially-aware technology, and building more inclusive communities.","","","","","0","13","0","N","Charlevoix A","","","","","","","","","","","","9aecf300cb58dd4343b393e8df3e4818","931323","Mari Brighe, Charlotte Wolf","","","","",""
"148","Y","Lords of Vegas","2019-05-03 21:00:00","2019-05-03 23:00:00","Gaming","","BG 2-4 players; You and your opponents represent powerful developers in a burgeoning Nevada city. You will earn money and prestige by building the biggest and most profitable casinos on 'The Strip,' the town's backbone of dust and sin. You start with nothing but parking lots and dreams, but from there you build, sprawl, reorganize and gamble your way to victory. Score the most points investing in the most profitable development companies and putting the best bosses in control of the richest casinos. Put your dollars on the line . . . it's time to roll!","","","","","0","0","0","N","Gaming (TC's Room)","","","","","","","","","","","","9af0ee388c3aabdb88ac9d53d07ed7df","931386","The Wandering Meeple","","","","",""
"80","Y","Paint Like an 18th Century Master for $30 or Less","2019-05-03 17:00:00","2019-05-03 18:00:00","DIY","","Learning to paint realistically is traditionally very expensive and requires students to be very mobile and coordinated. You have to go to a class, stand for hours at a time, be great with your hands, have awesome eyesight, and spend hundreds of dollars on gear. I'll show you how to use some very cheap or free gear and a cardboard box to teach yourself how to paint realistically in your own home in the most economical and accessible way I know. This method of study should work for almost anyone even if they have limited mobility, eyesight, hand coordination, and economic resources while having fun and enjoying the experience of painting.","","","","","0","14","0","N","Charlevoix A","","","","","","","","","","","","9ba3d8d980830ae69e7e4f61d89eeecc","931323","Zed Shaw","","","","",""
"269","Y","From History to the History Channel: The Process from Historical Inspiration to a Finished Product","2019-05-05 12:00:00","2019-05-05 13:00:00","Media","","Learn what it takes to take inspiration to creation when historical context is involved.","","","","","0","5","0","N","Charlevoix B","","","","","","","","","","","","9d0c2a682e85bc3fbf6f3153bcffb45a","931344","Danny Hansen","","","","",""
