event_key,active,name,event_start,event_end,event_type,event_subtype,description,host_org,url,media_url,map,seats,goers,checkins,invite_only,venue,address,company,audience,subject,geo_area,tags,fsq_venue_id,custom1,custom2,custom4,custom5,id,venue_id,speakers,moderators,artists,sponsors,exhibitors,staff
"59","Y","Silicone Casting for Cheap Bastards","2019-05-04 11:00:00","2019-05-04 12:00:00","DIY","","Have you wanted to cast things out of silicone, but found it to be cost prohibitive? Learn how to make silicone casts and moulds from inexpensive silicone caulk and cornstarch.","","","","","0","12","0","N","EMC V","","","","","","","","","","","","38e684b73da46e5380db9e51133ca737","931353","Gnora Ford-Lepthien","","","","",""
"246","Y","Disability and Illness on Television","2019-05-04 20:00:00","2019-05-04 21:00:00","Media","","This talk will examine television, particularly genre television, and its portrayal (and lack of portrayal) of disabled, ill, and differently abled persons throughout the history of television.","","","","","0","6","0","N","Charlevoix B","","","","","","","","","","","","391879553d6784848c6296f842b5767e","931344","Girlinthechair aka Alex","","","","",""
"105","Y","Worldbuilding 101: How to Blow up Earth","2019-05-04 18:00:00","2019-05-04 19:00:00","Gaming","","One of a series of three RPG panels. Sometimes, making stuff up is hard. Making worlds up is harder. Writers, GMs, and creative types can have a hard time making something from nothing. Let me help you kickstart your imagination with some simple rules, and then let's make a world together in the room!","","","","","0","10","0","N","EMC II","","","","","","","","","","","","39833f3e774560f0e112c675d237e12e","931368","Byron Pepper","","","","",""
"358","Y","The Sunday Morning Linux Review","2019-05-03 17:00:00","2019-05-03 19:00:00","Tech","","The Sunday Morning Linux Review is a podcast hosted by Tony Bemus, Tom Lawrence, Phil Porada, Jay LaCroix, and Mary Tomich. We talk about Linux, Open Source, and Security topics. We have been recording Live at Penguicon since 2012.","","","","","0","2","0","N","Computer Lab [Charlevoix C]","","","","","","","","","","","","39c8066989f236a2384da53333d556ce","931398","Tom Lawrence, Jay LaCroix, Tony Bemus, Phil Porada, Mary Tomich","","","","",""
"77","Y","2nd Sock Syndrome","2019-05-03 20:00:00","2019-05-03 21:00:00","DIY","","Let's rock our socks off in this panel as I teach you all of the basics for creating your own socks. Basic knit and purl stitch skills required to enjoy our sock hop! Please bring circular needles 40' length, any size, and 2 skeins of sock yarn. Have to make mini socks because of time allotment. No supplies available.","","","","","0","2","0","N","EMC II","","","","","","","","","","","","3a5f2160bfc5c1b8f1946048a0dc11cc","931368","Patt Mundy","","","","",""
"83","Y","Needle Felting 101","2019-05-04 10:00:00","2019-05-04 11:00:00","DIY","","We'll start with a stabby needle and some wool, and you'll end up with an adorable penguin to take home! Learn the basics of why and how felting happens, and the general idea of how to make it work. Space is limited, so please sign up near Ops.","","","","","0","17","0","N","EMC II","","","","","","","","","","","","3b4f0ac8b0dbe203bc8412e8ea68fa0b","931368","Bagel Garrison","","","","",""
"206","Y","Promptapalooza","2019-05-04 14:00:00","2019-05-04 15:00:00","Lit","","Little Red Riding Hood as steampunk. Go! How many words can you write from a prompt in just 3 minutes? Come find out at Promptapalooza 2019! Short, generally silly prompts will get your creative juices flowing in a fun, social writing environment. Bring a laptop, a pencil and notebook, or just a smartphone, but come ready to write!","","","","","0","9","0","N","Montcalm","","","","","","","","","","","","3b621bc6e2ea9296644aa40fce64e69f","931326","Jen Haeger","","","","",""
"254","Y","YouTube (Streaming) vs. SoundCloud (Podcasting): A Medium Experiment","2019-05-04 18:00:00","2019-05-04 19:00:00","Media","","Join Ian the Well-Informed (of the Retro Detroit Nerdfighters Podcast and YouTube critic) for a discussion about the basics of SoundCloud and YouTube, why they're so popular, and the differences between them.","","","","","0","3","0","N","EMC II","","","","","","","","","","","","3c632374982e366b6b57c19f97f918d4","931368","Ianformed","","","","",""
"395","Y","Too Like The Lightning, The Card Game","2019-05-04 12:00:00","2019-05-04 13:00:00","Gaming","","This unpublished prototype for 2 to 7 players is a game adaptation of a science fiction novel series by Penguicon 2017 guest of Honor Ada Palmer. Players represent world governments. Together they attempt to avert world war by arranging face-down cards in a row common to all players: the global Transit System. Players may change these, but may not directly tell each other what they know of them. When the cards are revealed, if the players have managed to arrange the printed numbers in an uninterrupted consecutive sequence, world war is averted, and the players all win! But beware! For your own government is awash in corruption-- some of the characters on your cards might frustrate your efforts!","","","","","0","0","0","N","Gaming (TC's Room)","","","","","","","","","","","","3d58e7d818d27eb2eb09c12570cf8239","931386","Nemo Rathwald","","","","",""
"327","Y","Senior Sysadmin Ethics Panel","2019-05-05 11:00:00","2019-05-05 12:00:00","Tech","","System and network administrators have access to all sorts of data that they really shouldn't. Except when you should. Except when you're happier not knowing. And sometimes, there's no right answer. There's nobody on your side. It's just you, a computer, and a decision that you're going to have to live with. The panelists have all been in technology for multiple decades. We've been in horrible spots and had to make hard decisions. We've made all the mistakes, so you don't have to.","","","","","0","7","0","N","Charlevoix A","","","","","","","","","","","","3d9223fccc5d92a0b5f6732dca192dec","931323","Michael W. Lucas, Wayne Pederson","","","","",""
"296","Y","Creating a web app using Wagtail CMS","2019-05-05 10:00:00","2019-05-05 11:00:00","Tech","","Learn how to create a basic web app using Wagtail, a light-weight open source content management system (CMS) written in Python and built on the Django web framework. We'll go through the basics of setting up a web app, navigating the admin interface, and provide some key resources. If you're familiar with Django, great, but not necessary. However, a basic understanding of using the “terminal” and HTML/CSS is helpful.","","","","","0","6","0","N","Computer Lab [Charlevoix C]","","","","","","","","","","","","3e1324d3ba1740b49a04755063437550","931398","Chrissy Baginski","","","","",""
"255","Y","Cine Mal Practice","2019-05-04 20:00:00","2019-05-05 00:00:00","Media","","The next evolution of The Smithee Awards! Come see an all new bad movie show! We still have clips and you still get to vote!","","","","","0","6","0","N","Algonquin B","","","","","","","","","","","","3f5e82445fcc2fa16a0cac5ef15d737c","931395","Jeanette Quirk, Matthew Quirk, Amy Conlon, Kevin Hogan","","","","",""
"294","Y","Coursera Office Hours @ Penguicon: Python for Everybody","2019-05-05 13:00:00","2019-05-05 14:00:00","Tech","","This is a meeting between students of Dr. Chuck's Python for Everybody, Internet History, Technology, and Security, and Web Applications for Everybody (PHP / SQL) online Coursera courses and anyone else who is interested in MOOCs and the MOOC movement. You can see videos of the 70 other office hours meetings around the world at https://www.dr-chuck.com/office/","","","","","0","1","0","N","Baldwin","","","","","","","","","","","","40364d8ac980cf84497b225861a6ea92","931389","Charles Severance","","","","",""
"352","Y","Cosplay Costume Contest","2019-05-04 17:00:00","2019-05-04 19:00:00","Cosplay","","Come check out the amazing talent in our community as they compete for the most amazing cosplay costumes!","","","","","0","15","0","N","Algonquin C/D","","","","","","","","","","","","4149e1060e8858e507dfc383c44a73de","931392","Karen Corbeill, Saladin Ahmed","","","","",""
"287","Y","STEM Projects for the Young at Heart","2019-05-05 11:00:00","2019-05-05 12:00:00","Science","","STEM is a recent focus in education and stands for Science, Technology, Engineering, and Math. Karen, an educator and maker extraordinaire, has spent years finding, developing, and teaching all kinds of hands-on projects to help kids and adults learn through making. Come hear a list of projects to do with kids or try yourself.","","","","","0","5","0","N","Algonquin B","","","","","","","","","","","","416fd641ed56b0d1cdb14d2388f57044","931395","Karen Corbeill","","","","",""
"120","Y","Roll for the Galaxy","2019-05-05 10:00:00","2019-05-05 11:00:00","Gaming","","BG 2-5 players; Dice game of building space empires for 2–5 players. Your dice represent your populace, whom you direct to develop new technologies, settle worlds, and ship goods. The player who best manages his workers and builds the most prosperous empire wins!","","","","","0","1","0","N","Gaming (TC's Room)","","","","","","","","","","","","41efe0138cdc54e1e5e68484532910df","931386","Heather Williams","","","","",""
"202","Y","Getting Motivated to Write","2019-05-04 12:00:00","2019-05-04 13:00:00","Lit","","Learn some ways to get into the writing frame of mind, including challenges, groups, and staying motivated.","","","","","0","11","0","N","Algonquin B","","","","","","","","","","","","422c0aeb360d898dcea1ee478a235dc0","931395","Fred Paffhausen, Jean Davis, BluRaven C. Houvener","","","","",""
"126","Y","Timeline Challenge","2019-05-04 17:00:00","2019-05-04 18:00:00","Gaming","","BG 2-10 players; Timeline Challenge incorporates the original mechanic of the series into progressive game track, of which players can move between 0-4 spaces per turn. Players will have to make use of predetermined time periods and guess where the incident depicted on the card occurred. There are four different challenges, and they are played depending on the color of the game space of the lead player. Additionally there are two further challenges which allow the two players at the back of the pack to catch up.","","","","","0","1","0","N","Gaming (TC's Room)","","","","","","","","","","","","43180d374e970a32be6d36d186e6cea1","931386","Jason Miller","","","","",""
"5","Y","Poly and Kink: Managing your D/s relationship while non-monogamous","2019-05-04 21:00:00","2019-05-04 22:00:00","After Dark","","This will be a round table discussion about how to make a D/s relationship coexist with polyamory and non-monogamous relationships. This event is 18+.","","","","","0","11","0","N","Nicolet","","","","","","","","","","","","436ff69cfc2c1b50d4792d2b9477058b","931329","Frannie","","","","",""
"175","Y","Improv 101","2019-05-04 14:00:00","2019-05-04 15:00:00","Life","","This interactive panel will cover the basics of improv, and will give participants the opportunity to stretch their comedy muscles with some improv games! All experience levels are welcome, just come ready to play!","","","","","0","12","0","N","Algonquin A","","","","","","","","","","","","437f7aa43ad262977f0bdf43ae8b8e0e","931341","Jessica Humiston-Aman, Ryan Aman","","","","",""
"27","Y","Supernatural Anime: The Creepy, the Scary, and the Fun","2019-05-04 12:00:00","2019-05-04 13:00:00","Anime","","Japan has the widest and weirdest menagerie of supernatural beasties and ghosts, and they haunt the world of anime too! With influences from Shinto and Buddhism, folk tales, and urban legends, you're never quite sure what will happen next. We'll geek out on our picks of what's worth watching and why.","","","","","0","4","0","N","EMC IV","","","","","","","","","","","","45feb8cab00b0654e4616e456cf66422","931359","Paul Kemner, A. Carina Spears, Star Stramel","","","","",""
"189","Y","How to Fight With a Medieval Longsword","2019-05-04 11:00:00","2019-05-04 12:00:00","Life","","Have you ever wanted to learn how to fight like they do in your favorite medieval action movie? Come learn the basics on how to handle a long sword and what made this weapon the go-to in the days long ago.","","","","","0","16","0","N","Algonquin A","","","","","","","","","","","","46b65a16811563e88269a5b71c8f7836","931341","Danny Hansen","","","","",""
"362","Y","Movie: Ready Player One","2019-05-04 15:00:00","2019-05-04 18:00:00","Media","","","","","","","0","2","0","N","Portage Auditorium","","","","","","","","","","","","47108edc23a955169d47bd89a1740edd","931320","","","","","",""
"291","Y","Making Games for Free","2019-05-04 16:00:00","2019-05-04 17:00:00","Tech","","This will be an explanation of the various tools that you can use to make video games that are free to use and in most cases open source. The talk will focus on the presenter's favorite tools and how they are used to make video games. This should be a great primer for anyone who is interested in making video games but isn't sure where they should start. Note that this talk will not emphasize teaching how to make video games.","","","","","0","6","0","N","Nicolet","","","","","","","","","","","","47405e58d3fe9bb03de5433321fcde48","931329","Bobby Bedard","","","","",""
"276","Y","AHA Badge Soldering","2019-05-05 10:00:00","2019-05-05 14:00:00","Penguicon","","It’s a yearly tradition to for All Hands Active to bring a special badge soldering project. There are two projects to choose from this year, a quick and easy option and a more complex one. Kits are available for purchase. All proceeds go directly to AHA.","","","","","0","9","0","N","Hackerspace (Room 328)","","","","","","","","","","","","474657891edac4c2b85b64f8fac70705","931407","AHA","","","","",""
"167","Y","Stiggy's Dogs Presents: Service Dogs Information Panel","2019-05-04 09:00:00","2019-05-04 10:00:00","Life","","Stiggy's Dogs is an non-profit organization that rescues shelter dogs and trains them to be service dogs for veterans with Post Traumatic Stress Disorder (PTSD) and/or Traumatic Brain Injury (TBI) at no cost to the veteran. Come learn about the different types of working dogs, dos and don'ts when you meet a service dog and veteran, and how dogs are beneficial and life changing.","","","","","0","1","0","N","Montcalm","","","","","","","","","","","","47848bf1c442a96d2868dcec379873b6","931326","Gino DeTone, Christine Myran","","","","",""
"230","Y","DIY Pompom Guns","2019-05-04 10:00:00","2019-05-04 11:00:00","Mayhem","","Learn to make your own pompom gun!","","","","","0","5","0","N","Montcalm","","","","","","","","","","","","47c7c561cabca11c1e0600572f11b5f1","931326","Bronwyn","","","","",""
"1","Y","holy_f***ing_s***.wmv (18+)","2019-05-04 21:00:00","2019-05-04 23:00:00","After Dark","","'The best and worst videos you've never seen.' Event was presented at Youmacon to a standing room only crowd of 300+. Join us for a showing of rapid-fire weird, funny, and obscure videos that we've sourced from around the web. Accompanying the show is a mobile website for the audience participation! This event is 18+ for violence, language, and mild nudity.","","","","","0","24","0","N","Portage Auditorium","","","","","","","","","","","","47c8af8bf804ebaeb337cde674f94f1a","931320","Andrew Scala","","","","",""
"199","Y","P.O.V. for Dummies","2019-05-04 10:00:00","2019-05-04 11:00:00","Lit","","Point of view seems so simple, and yet it's so hard to get right. In this panel we'll discuss why that is, and explore some tools you can take home to move your point of view beyond first, second, and third person.","","","","","0","7","0","N","EMC IV","","","","","","","","","","","","4807551e9099ed85abae15c45c7aff41","931359","Janea Schimmel","","","","",""
"170","Y","Understanding Anti-Vaxxers","2019-05-05 09:00:00","2019-05-05 10:00:00","Life","","One of the most controversial topics in civil discourse involves the medical decisions behind vaccination. This talk is NOT intended to convert anyone one way or the other, but is a discussion on some of the logic and thoughts behind the decisions.","","","","","0","7","0","N","EMC V","","","","","","","","","","","","49489e530b6102ed97da6542e0bc4e59","931353","Ida Briggs","","","","",""
"48","Y","People R Us: POC In Tech","2019-05-04 15:00:00","2019-05-04 17:00:00","Diversity","","If you've ever walked the halls of Penguicon during a break between tracks, you might have noticed there are a huge range of micro-communities within our event. We're happy to provide a space this year for those groups to get together, relax, and start meaningful conversations. Focus: People of Color in Tech","","","","","0","1","0","N","People R Us [1017]","","","","","","","","","","","","4963cce4d3d4266bcf31c299e0afa526","931374","","","","","",""
"214","Y","Podcasts for Readers","2019-05-04 15:00:00","2019-05-04 16:00:00","Lit","","There are now a slew of book related podcasts! How do you find the one which fits your needs? Are you looking for recommendations, reviews, publishing news, or bookish news?","","","","","0","8","0","N","Montcalm","","","","","","","","","","","","499959139c15bc9026de5cba997d660e","931326","Michael Cieslak","","","","",""
"130","Y","Say Hello to My Little Side Character","2019-05-04 11:00:00","2019-05-04 12:00:00","Gaming","","Side characters shouldn't take the spotlight, but that doesn't mean they should fade into the background either! In this talk I'll explain how you can create memorable side characters for your tabletop RPG, writing, or other creative endeavor.","","","","","0","8","0","N","Montcalm","","","","","","","","","","","","49b8206556dd1df3d06d88551269fc09","931326","Julie Miller","","","","",""
"332","Y","Building a Vuetiful Web Application With Vue and Vuetify","2019-05-04 15:00:00","2019-05-04 16:00:00","Tech","","This event will be an introduction into web development using the Vue.js javascript framework. Attendees will be guided through the process of creating a functional web application. We will use Vue.js together with Vuetify, a library of pre-styled components, to build put together a frontend display for the application. All of the setup code will be provided as a Codepen, as well as the finished result to compare against.","","","","","0","4","0","N","Computer Lab [Charlevoix C]","","","","","","","","","","","","4b5af19f7bd2fab85a901ce00376d4d3","931398","Brandon Lyons","","","","",""
"312","Y","Linux 101: Get Started with Command Line","2019-05-04 16:00:00","2019-05-04 17:00:00","Tech","","Get started with linux command line, broken down into easy to understand pieces. Attendees can work at computers along with the presenter.","","","","","0","5","0","N","Computer Lab [Charlevoix C]","","","","","","","","","","","","4bccd75d4f73a9eeb443a9176a3d596e","931398","Zena Jasenak, Nick Lelli","","","","",""
"284","Y","Beekeeper Bootcamp","2019-05-04 13:00:00","2019-05-04 14:00:00","Science","","Want to help save the bees? Find out if you have what it takes to be an apiarist in the modern era of beekeeping.","","","","","0","17","0","N","Nicolet","","","","","","","","","","","","4befda15a68eef78476cb7cf9c7f653e","931329","Jen Haeger","","","","",""
"389","Y","Author Office Hours with Michael Cieslak & Mary Lynne Gibbs","2019-05-04 13:00:00","2019-05-04 14:00:00","Lit","","Have a question about life, the universe, or publishing? Come chat with the author and find out all the answers to your burning questions.","","","","","0","1","0","N","Writer's Block ","","","","","","","","","","","","4c4b7b4239859a2ad1a202ebbc077dfc","935101","Mary Lynne Gibbs, Michael Cieslak","","","","",""
"249","Y","Recreating Viking History","2019-05-04 17:00:00","2019-05-04 18:00:00","Media","","Join Danny Hansen as he talks about how creating historical jewelry led to recreating Viking history on the TV show Vikings.","","","","","0","8","0","N","EMC I","","","","","","","","","","","","4ce85e0c770d7f8f8d9bb2e1e180649c","931377","Danny Hansen","","","","",""
"50","Y","People R Us: POC In Tech II","2019-05-05 10:00:00","2019-05-05 12:00:00","Diversity","","If you've ever walked the halls of Penguicon during a break between tracks, you might have noticed there are a huge range of micro-communities within our event. We're happy to provide a space this year for those groups to get together, relax, and start meaningful conversations. Focus: People of Color in Tech","","","","","0","1","0","N","People R Us [1017]","","","","","","","","","","","","4d206d26e7ec9c6ab3fd02c9b50ef15a","931374","","","","","",""
"271","Y","Autonomous RC Car Race","2019-05-04 13:00:00","2019-05-04 16:00:00","Penguicon","","Autonomous RC Car Racing Series is a competition where builders from across the Metro Detroit and Ann Arbor areas will race their own self-driving 1/10 and 1/12 scale RC cars around our track as quickly as possible. The cars use a variety of software including TensorFlow, OpenCV and ROS. Remote-control cars will also be available for audience members to try to compete against us! Learn to build your own self-driving car at diyrobocars.com","","","","","0","8","0","N","Algonquin C/D","","","","","","","","","","","","4e1d4d90a9fb85b24fa4e9a05cdc4d59","931392","Scott Scheraga","","","","",""
"298","Y","Career Navigation Strategies: Taking Charge of Your Life","2019-05-04 15:00:00","2019-05-04 16:00:00","Tech","","A discussion of how to build and pursue a career navigation strategy via a practical approach using proven strategies.. We will focus on IT but the concepts hold true for any profession or trade. Bring your issues and share your story.","","","","","0","6","0","N","EMC V","","","","","","","","","","","","4e30eeb723408a03aac0f29d80977810","931353","Donald Mark Haynes","","","","",""
"382","Y","Reading: Vik Walker & Ophelia Crane","2019-05-04 19:00:00","2019-05-04 20:00:00","Lit","","The authors read from their works.","","","","","0","0","0","N","Author Readings Room","","","","","","","","","","","","4ea154f4968278df0357f743617cee73","935098","Vik K. Walker, Ophelia Crane","","","","",""
"182","Y","Open Source Relationships","2019-05-04 20:00:00","2019-05-04 21:00:00","Life","","This panel will operate on one premise, that traditional relationships are the intellectual property of the patriarchy, and the rest of us who don't fit into that mold are seeking relationships that match our personal style, sharing information, collecting data, and using trial and error to find what works. TL;DR: Open Source Relationships! We will talk about identifying and eliminating toxic behaviors commonly associated with the patriarchy, including feelings of jealousy, possession, and emotional blackmail. This panel is radically inclusive of anyone who falls outside of the norm, whether you have seek zero, one, or multiple partners.","","","","","0","18","0","N","Nicolet","","","","","","","","","","","","4f973d2e2afc54dc04f0f2b5b110263f","931329","Norman Witte, Jessica Ann Roland","","","","",""
"151","Y","Five Tribes","2019-05-04 19:00:00","2019-05-04 20:00:00","Gaming","","BG 2-4 players; Here, in a unique twist on the now-standard 'worker placement' genre, the game begins with the meeples already in place – and players must cleverly maneuver them over the villages, markets, oases, and sacred places tiles that make up Naqala. How, when, and where you dis-place these Five Tribes of Assassins, Elders, Builders, Merchants, and Viziers determine your victory or failure","","","","","0","5","0","N","Gaming (TC's Room)","","","","","","","","","","","","50109ad3cb8e8ee0c63d3864740ec878","931386","The Wandering Meeple","","","","",""
"295","Y","Which Programming Languages will Still Exist in 2030?","2019-05-04 14:00:00","2019-05-04 15:00:00","Tech","","What will the future bring when it comes to programming languages? Join us to discuss what the landscape of programming languages might look like in the year 2030.","","","","","0","8","0","N","Nicolet","","","","","","","","","","","","5064b171f3bb4f4b95e4dffb50ec934a","931329","Charles Severance, Zed Shaw","","","","",""
"57","Y","Needle Felting 201","2019-05-05 10:00:00","2019-05-05 11:00:00","DIY","","A follow-up to Bagel's Needlefelt 101 workshop. Learn to needle felt 3D objects.","","","","","0","10","0","N","EMC I","","","","","","","","","","","","50c9d0d4e83b77e9c9f397e66c5ae51c","931377","Liz 'Smoothie' DeBruyn","","","","",""
"107","Y","Friendship Games!","2019-05-05 12:00:00","2019-05-05 13:00:00","Gaming","","Friendship Games! What are they? Who's working on them? What do they look like? What might they look like in the future?","","","","","0","5","0","N","EMC II","","","","","","","","","","","","523897f7604301194a95077c5acec452","931368","Casey O'Donnell, Hermione Banger","","","","",""
"322","Y","DDOSs and What the Average Person Can Do About It","2019-05-04 10:00:00","2019-05-04 11:00:00","Tech","","DDOSs have been in the news for a few years. Learn what a DDOS is, how companies protect themselves, and how the average person can do their part to prevent it.","","","","","0","7","0","N","Algonquin C/D","","","","","","","","","","","","531bd5aa65cbafda54370e5b6204df7c","931392","Tony Bemus","","","","",""
"61","Y","Amigurumi: Crochet a Penguin!","2019-05-04 10:00:00","2019-05-04 11:00:00","DIY","","So you know the basics of crochet and want to try something new? Let’s go beyond the basics, read a pattern, and make amigurumi! Space limited, sign up at ops.","","","","","0","11","0","N","EMC V","","","","","","","","","","","","533d2e42fdc2fee7883b5615cab568e7","931353","Dawn Marino, Kelly V, Grace Cocking","","","","",""
"235","Y","Chaos Machine","2019-05-03 16:00:00","2019-05-05 16:00:00","Mayhem","","This customizable marble roller coaster is a perennial favorite. It serves as a metaphor for the open source development process. The Chaos Machine is available all weekend for Penguicon attendees to tinker with!","","","","","0","2","0","N","Lobby","","","","","","","","","","","","5343b19707e535098a57c6a4cb40b967","931404","","","","","",""
"303","Y","Securing Your Digital Life","2019-05-03 18:00:00","2019-05-03 19:00:00","Tech","","Join James Gamble, an information technology professional with more than 17 years of experience, as he walks you through several easy, free, and practical ways that you can improve your digital security.","","","","","0","11","0","N","EMC I","","","","","","","","","","","","544387ee01af48d5126e6ca59be37c41","931377","James Gamble","","","","",""
"244","Y","Midnight Mayhem","2019-05-05 00:00:00","2019-05-05 04:00:00","Mayhem","","Talk, sing, or just hang with fellow night owls until the wee hours of the morning!","","","","","0","8","0","N","Algonquin A","","","","","","","","","","","","54867f7e517aa1dd41f112f9c8ff1b2f","931341","","","","","",""
"324","Y","BOF: Installing Open Source Software is Too Complicated Now","2019-05-04 18:00:00","2019-05-04 19:00:00","Tech","","Birds of a Feather: Have you ever had an open source software install fail because the documentation is outdated and the versions of supporting packages have all changed? Let's talk about this difficult problem!","","","","","0","1","0","N","Westin Bar","","","","","","","","","","","","55c51a97ce6bb006a6d849de2a865205","931410","","","","","",""
"201","Y","Writing Workshops: the DIY MFA","2019-05-03 19:00:00","2019-05-03 20:00:00","Lit","","If you write sci-fi, fantasy, and/or horror, you've likely heard of Clarion, Clarion West, Odyssey, Viable Paradise, Taos Toolbox, and a host of other writing workshops. But what are they? What do they entail? Are they worth it? Which one might be right for you? Come listen to some writers who have been there, done that talk about their experiences.","","","","","0","4","0","N","Nicolet","","","","","","","","","","","","55ea7c668336f721b6b23028ab818c02","931329","Janea Schimmel, Colleen Nye","","","","",""
"72","Y","Coloring Book Hand Embroidery","2019-05-05 14:00:00","2019-05-05 15:00:00","DIY","","Learn how to take your favorite coloring book page and turn it into a beautiful piece of hand embroidery. Some prior knowledge of embroidery is helpful, but not required.","","","","","0","16","0","N","EMC III","","","","","","","","","","","","56625f969c3326cb5187501dbbbeea62","931356","Kim Ulrich","","","","",""
"256","Y","BoF:Star Trek: Disco","2019-05-05 10:00:00","2019-05-05 11:00:00","Media","","Wear your favorite polyester jumpsuit while discussing the second season of CBS’s streaming service pilot show while sitting under a mirror ball. Okay, maybe skip the jumpsuit.","","","","","0","4","0","N","Baldwin","","","","","","","","","","","","57340db18dd5ad2949e3ff5d7a61fde0","931389","Joy Lucas","","","","",""
"8","Y","Consent Expectations and Party Vetting Opportunity","2019-05-04 19:00:00","2019-05-04 20:00:00","After Dark","","This is a primer on dungeon policies and expectations specific to the Jett's Arcade Dungeon Party. If you want to attend the Dungeon Party, be sure to attend one of the consent panels and be vetted. This event is 18+.","","","","","0","19","0","N","Baldwin","","","","","","","","","","","","57aa0f64d956653625b164fdb76e37bd","931389","Jett Khat","","","","",""
"224","Y","Philosophic Analysis: Immortal Beings","2019-05-05 11:00:00","2019-05-05 12:00:00","Lit","","Why do many stories have immortal characters? This talk will explore immortality as a goal of our medical technology and as a premise for stories of fiction. How does immortality affect the immortal character? The other characters? How does it affect us? What are the gray lines of this motif?","","","","","0","7","0","N","EMC IV","","","","","","","","","","","","57abcbc1e7df2df4da5ab118a5945d5b","931359","ted preston","","","","",""
"330","Y","Network Science with Network: Session 1","2019-05-04 21:00:00","2019-05-04 21:00:00","Tech","","Network Science investigates the structure of relationships in complex systems: social networks, electrical grids, the internet, protein interactions, and many others. NetworkX is a FOSS python library for network science. This presentation covers the basic concepts of Network Science and examples of using NetworkX. Edward L. Platt is the author of the forthcoming book: Network Science with Python and NetworkX.","","","","","0","6","0","N","Computer Lab [Charlevoix C]","","","","","","","","","","","","58e74c030e6fef24eac25db6d6d38f49","931398","Edward L. Platt","","","","",""
"79","Y","Cover Those Nips! DIY Pasties","2019-05-03 18:00:00","2019-05-03 19:00:00","DIY","","Come decorate your own pair of pasties! We will also go over several different methods of constructing your own pastie bases and creating tassels. Supplies provided.","","","","","0","10","0","N","EMC III","","","","","","","","","","","","59ed4f04fbf85aa32d25e1a315e5955c","931356","Tommy Gun, Darryn Storm","","","","",""
"272","Y","AHA Badge Soldering","2019-05-03 17:00:00","2019-05-03 21:00:00","Penguicon","","It’s a yearly tradition to for All Hands Active to bring a special badge soldering project. There are two projects to choose from this year, a quick and easy option and a more complex one. Kits are available for purchase. All proceeds go directly to AHA.","","","","","0","18","0","N","Hackerspace (Room 328)","","","","","","","","","","","","5a5cf4bb64fc2c783c11e3d41759454e","931407","AHA","","","","",""
"64","Y","Learn to Hand Embroider","2019-05-04 15:00:00","2019-05-04 16:00:00","DIY","","This workshop will be a hands-on introduction to hand embroidery. You will learn basic techniques and practice stitches including running stitch, back stitch, and even the dreaded French knots! All required supplies will be provided. Sign up in advance near Ops!","","","","","0","9","0","N","EMC II","","","","","","","","","","","","5af53bee7371e4557205f400659f5960","931368","Janet Gocay","","","","",""
"388","Y","Author Office Hours with Nicole E. Castle","2019-05-04 12:00:00","2019-05-04 13:00:00","Lit","","Have a question about life, the universe, or publishing? Come chat with the author and find out all the answers to your burning questions.","","","","","0","0","0","N","Writer's Block ","","","","","","","","","","","","5af78f79fef293f810073192e3f7ad28","935101","Nicole E. Castle","","","","",""
"279","Y","Closing Ceremonies","2019-05-05 15:00:00","2019-05-05 16:00:00","Penguicon","","It is so hard to say goodbye. Join us at closing ceremonies as we recap the amazingness of Penguicon 2019, hear final thoughts from our Guests of Honor, and learn a little about plans for 2020!","","","","","0","45","0","N","Algonquin C/D","","","","","","","","","","","","5c2a69d61d12373b415ba1dd2f798134","931392","Cassy Sinke, Zed Shaw, Mikey Mason, Matt Arnold, Chelle Silas, Scott Kennedy, Christie Birtie, Karen Corbeill, Jeff Marraccini, Niki MacRae, Paul Keyes, Sophia Brueckner, Saladin Ahmed, Jessica Ann Roland, Amanda Long-Adams, Alison Chan, Brigit Bradakis","","","","",""
"54","Y","Needle Tatting 101","2019-05-04 16:00:00","2019-05-04 17:00:00","DIY","","Tatting is a classic form of lace-making, traditionally made by using a shuttle. However, needle tatting has become a popular alternative, and as I find it easier to explain and demonstrate, that's how I'll be introducing you to this art form. We will go over basic rings, picots, and joins and end up with a flower for you to take home. Space is limited, sign up in advance at Ops.","","","","","0","17","0","N","EMC II","","","","","","","","","","","","5d4da1876be19c40a98a70efb84227a8","931368","Bagel Garrison","","","","",""
"68","Y","Make Your Own Cardboard Automata","2019-05-04 12:00:00","2019-05-04 13:00:00","DIY","","Learn how to use cams and cranks to make a cardboard creation that moves and jives. Walk away with your own custom automata.","","","","","0","10","0","N","EMC I","","","","","","","","","","","","5d8e8ac0d7e38201d2dd7c7fd24c11c3","931377","Karen Corbeill","","","","",""
"359","Y","Movie: Metropolis","2019-05-03 19:00:00","2019-05-03 21:00:00","Media","","","","","","","0","1","0","N","Portage Auditorium","","","","","","","","","","","","5da0862bbaf55e6cdb7afd7664ccc274","931320","","","","","",""
