Location,Baldwin
duration,0 minutes
description,"Roundtable discussion on kink and the various ideas that come with it. If you were a fan of the BDSM 101 panels in the past, then be sure to catch this session where we have a lot of fun. Note: This session will be run twice. Enjoy one or both!"
index,84
speakers,"Mitch “Duckman” Peters, Jennifer Peters"
Track,After Dark
startday,4/27/13
Title,Open Kink I
Start Time,0:00
event_start,0:00
starttimeampm,12 AM
End Time,0:50
tracknosp,AfterDark
input,"['4/27/13', '0:00', '4/27/13', '0:50', 'Baldwin', 'After Dark', 'Open Kink I', 'Mitch \xe2\x80\x9cDuckman\xe2\x80\x9d Peters, Jennifer Peters', 'Roundtable discussion on kink and the various ideas that come with it. If you were a fan of the BDSM 101 panels in the past, then be sure to catch this session where we have a lot of fun. Note: This session will be run twice. Enjoy one or both!', 'FALSE', 'PUBLIC']"
End Date,4/27/13
calspeakers,"Mitch “Duckman” Peters, Jennifer Peters"
speakerlist,"['Mitch \xe2\x80\x9cDuckman\xe2\x80\x9d Peters', 'Jennifer Peters']"
hours,0
totalminutes,0
caldescrip,"Roundtable discussion on kink and the various ideas that come with it. If you were a fan of the BDSM 101 panels in the past, then be sure to catch this session where we have a lot of fun. Note: This session will be run twice. Enjoy one or both!"
endtime,0:50
name,Open Kink I
Private,PUBLIC
venue,Baldwin
Book Description,"Roundtable discussion on kink and the various ideas that come with it. If you were a fan of the BDSM 101 panels in the past, then be sure to catch this session where we have a lot of fun. Note: This session will be run twice. Enjoy one or both!"
Presenters,"Mitch “Duckman” Peters, Jennifer Peters"
starttime,0:00
Start Date,4/27/13
minutes,0
allday,FALSE
event_type,After Dark
All Day Event,FALSE
event_end,0:50
endday,4/27/13
private,PUBLIC
endtimeampm,12 AM
Location,Centerpoint
duration,0 minutes
description,"BDSM, as defined by the BDSM community, is a mutually beneficial relationship where all parties involved derive some sort of satisfaction or pleasure from the BDSM relationship or acts performed during a scene.  Polyamory can be defined as the practice, desire, or acceptance of having more than one intimate relationship at a time with the knowledge and consent of everyone involved. In various ways 'The Law' disagrees with both of these choices. With an attorney and a law student to guide us, we will find ways to safely handle these legal challenges."
index,85
speakers,"Larissa Zubac, Mel G., Dana Chase, Phil Chase"
Track,After Dark
startday,4/27/13
Title,Alternative Lifestyles and the Law
Start Time,0:00
event_start,0:00
starttimeampm,12 AM
End Time,0:50
tracknosp,AfterDark
input,"['4/27/13', '0:00', '4/27/13', '0:50', 'Centerpoint', 'After Dark', 'Alternative Lifestyles and the Law', 'Larissa Zubac, Mel G., Dana Chase, Phil Chase', ""BDSM, as defined by the BDSM community, is a mutually beneficial relationship where all parties involved derive some sort of satisfaction or pleasure from the BDSM relationship or acts performed during a scene.  Polyamory can be defined as the practice, desire, or acceptance of having more than one intimate relationship at a time with the knowledge and consent of everyone involved. In various ways 'The Law' disagrees with both of these choices. With an attorney and a law student to guide us, we will find ways to safely handle these legal challenges."", 'FALSE', 'PUBLIC']"
End Date,4/27/13
calspeakers,"Larissa Zubac, Mel G., Dana Chase, Phil Chase"
speakerlist,"['Larissa Zubac', 'Mel G.', 'Dana Chase', 'Phil Chase']"
hours,0
totalminutes,0
caldescrip,"BDSM, as defined by the BDSM community, is a mutually beneficial relationship where all parties involved derive some sort of satisfaction or pleasure from the BDSM relationship or acts performed during a scene.  Polyamory can be defined as the practice, desire, or acceptance of having more than one intimate relationship at a time with the knowledge and consent of everyone involved. In various ways 'The Law' disagrees with both of these choices. With an attorney and a law student to guide us, we will find ways to safely handle these legal challenges."
endtime,0:50
name,Alternative Lifestyles and the Law
Private,PUBLIC
venue,Centerpoint
Book Description,"BDSM, as defined by the BDSM community, is a mutually beneficial relationship where all parties involved derive some sort of satisfaction or pleasure from the BDSM relationship or acts performed during a scene. Polyamory can be defined as the practice, desire, or acceptance of having more than one intimate relationship at a time with the knowledge and consent of everyone involved. In various ways 'The Law' disagrees with both of these choices. With an attorney and a law student to guide us, we will find ways to safely handle these legal challenges."
Presenters,"Larissa Zubac, Mel G., Dana Chase, Phil Chase"
starttime,0:00
Start Date,4/27/13
minutes,0
allday,FALSE
event_type,Film
All Day Event,FALSE
event_end,1:50
endday,4/27/13
private,PUBLIC
endtimeampm,1 AM
Location,Salon A
duration,1 hour and 0 minutes
description,"Hey, do you like MST3K? Did you ever watch it and think, 'Hey, I can do that'? Well, so did we.. and now we are.  Cinematic for the People riffs on movies, serials, and shorts.  We also enjoy inflicting these horrible movies on the public whenever possible, which has bought us back to perform once again this year!  Enjoy for the first time at Penguicon the full CFTP Trifecta of Jim, Mike, and Russ, featuring the movies 'Gamera vs Jiger' and 'Equals Against Devils' Brought to you with funding from out sponsor, HypoChondriCo. Note: We will be holding sessions both Friday and Saturday night. Come to one or both!"
index,86
speakers,"Mike Dellheim, Russ Hannula, Jim Hanson"
Track,Film
startday,4/27/13
Title,Cinematic For The People I
Start Time,0:00
event_start,0:00
starttimeampm,12 AM
End Time,1:50
tracknosp,Film
input,"['4/27/13', '0:00', '4/27/13', '1:50', 'Salon A', 'Film', 'Cinematic For The People I', 'Mike Dellheim, Russ Hannula, Jim Hanson', ""Hey, do you like MST3K? Did you ever watch it and think, 'Hey, I can do that'? Well, so did we.. and now we are.  Cinematic for the People riffs on movies, serials, and shorts.  We also enjoy inflicting these horrible movies on the public whenever possible, which has bought us back to perform once again this year!  Enjoy for the first time at Penguicon the full CFTP Trifecta of Jim, Mike, and Russ, featuring the movies 'Gamera vs Jiger' and 'Equals Against Devils' Brought to you with funding from out sponsor, HypoChondriCo. Note: We will be holding sessions both Friday and Saturday night. Come to one or both!"", 'FALSE', 'PUBLIC']"
End Date,4/27/13
calspeakers,"Mike Dellheim, Russ Hannula, Jim Hanson"
speakerlist,"['Mike Dellheim', 'Russ Hannula', 'Jim Hanson']"
hours,1
totalminutes,60
caldescrip,"Hey, do you like MST3K? Did you ever watch it and think, 'Hey, I can do that'? Well, so did we.. and now we are.  Cinematic for the People riffs on movies, serials, and shorts.  We also enjoy inflicting these horrible movies on the public whenever possible, which has bought us back to perform once again this year!  Enjoy for the first time at Penguicon the full CFTP Trifecta of Jim, Mike, and Russ, featuring the movies 'Gamera vs Jiger' and 'Equals Against Devils' Brought to you with funding from out sponsor, HypoChondriCo. Note: We will be holding sessions both Friday and Saturday night. Come to one or both!"
endtime,1:50
name,Cinematic For The People I
Private,PUBLIC
venue,Salon A
Book Description,"Hey, do you like MST3K? Did you ever watch it and think, 'Hey, I can do that'? Well, so did we.. and now we are. Cinematic for the People riffs on movies, serials, and shorts. We also enjoy inflicting these horrible movies on the public whenever possible, which has bought us back to perform once again this year! Enjoy for the first time at Penguicon the full CFTP Trifecta of Jim, Mike, and Russ, featuring the movies 'Gamera vs Jiger' and 'Equals Against Devils' Brought to you with funding from out sponsor, HypoChondriCo. Note: We will be holding sessions both Friday and Saturday night. Come to one or both!"
Presenters,"Mike Dellheim, Russ Hannula, Jim Hanson"
starttime,0:00
Start Date,4/27/13
minutes,0
allday,FALSE
event_type,BoF
All Day Event,FALSE
event_end,0:50
endday,4/27/13
private,PUBLIC
endtimeampm,12 AM
Location,Parkway Lounge
duration,0 minutes
description,"Unmoderated session for you to meet up and share ideas, stories, and fun with others interested in the suggested topic – Villians."
index,87
speakers,Open
Track,BoF
startday,4/27/13
Title,"In a Battle of Ultimate Villains, Who Wins?"
Start Time,0:00
event_start,0:00
starttimeampm,12 AM
End Time,0:50
tracknosp,BoF
input,"['4/27/13', '0:00', '4/27/13', '0:50', 'Parkway Lounge', 'BoF', 'In a Battle of Ultimate Villains, Who Wins?', 'Open', 'Unmoderated session for you to meet up and share ideas, stories, and fun with others interested in the suggested topic \xe2\x80\x93 Villians.', 'FALSE', 'PUBLIC']"
End Date,4/27/13
calspeakers,Open
speakerlist,['Open']
hours,0
totalminutes,0
caldescrip,"Unmoderated session for you to meet up and share ideas, stories, and fun with others interested in the suggested topic – Villians."
endtime,0:50
name,"In a Battle of Ultimate Villains, Who Wins?"
Private,PUBLIC
venue,Parkway Lounge
Book Description,"Unmoderated session for you to meet up and share ideas, stories, and fun with others interested in the suggested topic – Villians."
Presenters,Open
starttime,0:00
Start Date,4/27/13
minutes,0
allday,FALSE
event_type,Music
All Day Event,FALSE
event_end,1:50
endday,4/27/13
private,PUBLIC
endtimeampm,1 AM
Location,Oakland
duration,0 minutes
description,"Founded by Yuuya Masada and Corey Chappell, Piko Piko Detroit is a community for all lovers of retro bleep sounds in their music, and is open to a wide range of music genres. We hack our vintage consoles and dance to tiny pixels. We perform at cafes, live-houses, clubs, and even birthday parties. If you like video games, computers, pixels, or any other retro treasures, then you will love us."
index,88
speakers,Piko Piko
Track,Music
startday,4/27/13
Title,Piko Piko (Performances)
Start Time,1:00
event_start,1:00
starttimeampm,1 AM
End Time,1:50
tracknosp,Music
input,"['4/27/13', '1:00', '4/27/13', '1:50', 'Oakland', 'Music', 'Piko Piko (Performances)', 'Piko Piko', 'Founded by Yuuya Masada and Corey Chappell, Piko Piko Detroit is a community for all lovers of retro bleep sounds in their music, and is open to a wide range of music genres. We hack our vintage consoles and dance to tiny pixels. We perform at cafes, live-houses, clubs, and even birthday parties. If you like video games, computers, pixels, or any other retro treasures, then you will love us.', 'FALSE', 'PUBLIC']"
End Date,4/27/13
calspeakers,Piko Piko
speakerlist,['Piko Piko']
hours,0
totalminutes,0
caldescrip,"Founded by Yuuya Masada and Corey Chappell, Piko Piko Detroit is a community for all lovers of retro bleep sounds in their music, and is open to a wide range of music genres. We hack our vintage consoles and dance to tiny pixels. We perform at cafes, live-houses, clubs, and even birthday parties. If you like video games, computers, pixels, or any other retro treasures, then you will love us."
endtime,1:50
name,Piko Piko (Performances)
Private,PUBLIC
venue,Oakland
Book Description,"Founded by Yuuya Masada and Corey Chappell, Piko Piko Detroit is a community for all lovers of retro bleep sounds in their music, and is open to a wide range of music genres. We hack our vintage consoles and dance to tiny pixels. We perform at cafes, live-houses, clubs, and even birthday parties. If you like video games, computers, pixels, or any other retro treasures, then you will love us."
Presenters,Piko Piko
starttime,1:00
Start Date,4/27/13
minutes,0
allday,FALSE
event_type,Hackerspace
All Day Event,FALSE
event_end,9:50
endday,4/27/13
private,PUBLIC
endtimeampm,9 AM
Location,Hackerspace B
duration,0 minutes
description,"Take advantage of JavaScripts' event loop and build your applications in a non blocking, seemingly parallel way, despite the single threaded nature of the language. "
index,89
speakers,Thomas Hunter
Track,Hackerspace
startday,4/27/13
Title,The JavaScript Event Loop
Start Time,9:00
event_start,9:00
starttimeampm,9 AM
End Time,9:50
tracknosp,Hackerspace
input,"['4/27/13', '9:00', '4/27/13', '9:50', 'Hackerspace B', 'Hackerspace', 'The JavaScript Event Loop', 'Thomas Hunter', ""Take advantage of JavaScripts' event loop and build your applications in a non blocking, seemingly parallel way, despite the single threaded nature of the language. "", 'FALSE', 'PUBLIC']"
End Date,4/27/13
calspeakers,Thomas Hunter
speakerlist,['Thomas Hunter']
hours,0
totalminutes,0
caldescrip,"Take advantage of JavaScripts' event loop and build your applications in a non blocking, seemingly parallel way, despite the single threaded nature of the language. "
endtime,9:50
name,The JavaScript Event Loop
Private,PUBLIC
venue,Hackerspace B
Book Description,"Take advantage of JavaScripts' event loop and build your applications in a non blocking, seemingly parallel way, despite the single threaded nature of the language. "
Presenters,Thomas Hunter
starttime,9:00
Start Date,4/27/13
minutes,0
allday,FALSE
event_type,Life and (un)Death
All Day Event,FALSE
event_end,9:50
endday,4/27/13
private,PUBLIC
endtimeampm,9 AM
Location,Salon A
duration,0 minutes
description,"Learn to add Gothic, Dubstep, and Steampunk style fusion movements into your Belly Dance. Combining slow-motion and stop-motion techniques to bring mood and attitude to your dance."
index,90
speakers,Shetan Noir
Track,Life and (un)Death
startday,4/27/13
Title,Dramatic Fusion Belly Dance
Start Time,9:00
event_start,9:00
starttimeampm,9 AM
End Time,9:50
tracknosp,LifeandunDeath
input,"['4/27/13', '9:00', '4/27/13', '9:50', 'Salon A', 'Life and (un)Death', 'Dramatic Fusion Belly Dance', 'Shetan Noir', 'Learn to add Gothic, Dubstep, and Steampunk style fusion movements into your Belly Dance. Combining slow-motion and stop-motion techniques to bring mood and attitude to your dance.', 'FALSE', 'PUBLIC']"
End Date,4/27/13
calspeakers,Shetan Noir
speakerlist,['Shetan Noir']
hours,0
totalminutes,0
caldescrip,"Learn to add Gothic, Dubstep, and Steampunk style fusion movements into your Belly Dance. Combining slow-motion and stop-motion techniques to bring mood and attitude to your dance."
endtime,9:50
name,Dramatic Fusion Belly Dance
Private,PUBLIC
venue,Salon A
Book Description,"Learn to add Gothic, Dubstep, and Steampunk style fusion movements into your Belly Dance. Combining slow-motion and stop-motion techniques to bring mood and attitude to your dance."
Presenters,Shetan Noir
starttime,9:00
Start Date,4/27/13
minutes,0
allday,FALSE
event_type,Tech
All Day Event,FALSE
event_end,9:50
endday,4/27/13
private,PUBLIC
endtimeampm,9 AM
Location,Salon B
duration,0 minutes
description,"Discussion on communication skills for computer professionals to increase user interfaces, a somewhat humourous, but VERY useful and blunt talk. Topics include: faking interest, assuming others aren't idiots, and (of course) why Scott is/was/will be the Consumate Genius."
index,91
speakers,Ida Briggs
Track,Tech
startday,4/27/13
Title,The Computer Nerd's Guide to Positive User Interaction
Start Time,9:00
event_start,9:00
starttimeampm,9 AM
End Time,9:50
tracknosp,Tech
input,"['4/27/13', '9:00', '4/27/13', '9:50', 'Salon B', 'Tech', ""The Computer Nerd's Guide to Positive User Interaction"", 'Ida Briggs', ""Discussion on communication skills for computer professionals to increase user interfaces, a somewhat humourous, but VERY useful and blunt talk. Topics include: faking interest, assuming others aren't idiots, and (of course) why Scott is/was/will be the Consumate Genius."", 'FALSE', 'PUBLIC']"
End Date,4/27/13
calspeakers,Ida Briggs
speakerlist,['Ida Briggs']
hours,0
totalminutes,0
caldescrip,"Discussion on communication skills for computer professionals to increase user interfaces, a somewhat humourous, but VERY useful and blunt talk. Topics include: faking interest, assuming others aren't idiots, and (of course) why Scott is/was/will be the Consumate Genius."
endtime,9:50
name,The Computer Nerd's Guide to Positive User Interaction
Private,PUBLIC
venue,Salon B
Book Description,"Discussion on communication skills for computer professionals to increase user interfaces, a somewhat humourous, but VERY useful and blunt talk. Topics include: faking interest, assuming others aren't idiots, and (of course) why Scott is/was/will be the Consumate Genius."
Presenters,Ida Briggs
starttime,9:00
Start Date,4/27/13
minutes,0
allday,FALSE
event_type,General Events
All Day Event,FALSE
event_end,11:50
endday,4/27/13
private,PUBLIC
endtimeampm,11 AM
Location,Salon B
duration,1 hour and 50 minutes
description,"First seen on stage at Penguicon 2007, the nine green Robosapiens are back to dance their servos off! Got a Robosapien V1, Robosapien V2 or Tomy I-Sobot? Bring it and learn how to make your robot dance like the Mean Green Dancing Machines using RoboDance."
index,92
speakers,"George ""Geon"" Andaluz"
Track,General Events
startday,4/27/13
Title,Geon's Mean Green Dancing Machines - Robotic Dance Team
Start Time,10:00
event_start,10:00
starttimeampm,10 AM
End Time,11:50
tracknosp,GeneralEvents
input,"['4/27/13', '10:00', '4/27/13', '11:50', 'Salon B', 'General Events', ""Geon's Mean Green Dancing Machines - Robotic Dance Team"", 'George ""Geon"" Andaluz', 'First seen on stage at Penguicon 2007, the nine green Robosapiens are back to dance their servos off! Got a Robosapien V1, Robosapien V2 or Tomy I-Sobot? Bring it and learn how to make your robot dance like the Mean Green Dancing Machines using RoboDance.', 'FALSE', 'PUBLIC']"
End Date,4/27/13
calspeakers,George 'Geon' Andaluz
speakerlist,"['George ""Geon"" Andaluz']"
hours,1
totalminutes,110
caldescrip,"First seen on stage at Penguicon 2007, the nine green Robosapiens are back to dance their servos off! Got a Robosapien V1, Robosapien V2 or Tomy I-Sobot? Bring it and learn how to make your robot dance like the Mean Green Dancing Machines using RoboDance."
endtime,11:50
name,Geon's Mean Green Dancing Machines - Robotic Dance Team
Private,PUBLIC
venue,Salon B
Book Description,"First seen on stage at Penguicon 2007, the nine green Robosapiens are back to dance their servos off! Got a Robosapien V1, Robosapien V2 or Tomy I-Sobot? Bring it and learn how to make your robot dance like the Mean Green Dancing Machines using RoboDance."
Presenters,"George ""Geon"" Andaluz"
starttime,10:00
Start Date,4/27/13
minutes,50
allday,FALSE
event_type,Food
All Day Event,FALSE
event_end,11:50
endday,4/27/13
private,PUBLIC
endtimeampm,11 AM
Location,Food
duration,1 hour and 50 minutes
description,"Learn the basics of making liquid nitrogen ice cream! Equipment; safety; proportions; how the mix should taste before freezing; pouring; stirring; timing of mix-ins; recipe adjustments for non-dairy and non-sugar alternatives. Hands-on training as space permits, and of course, ice cream samples will be provided."
index,93
speakers,"Sarah Elkins, Phil Salkie, Jen Hamilton"
Track,Food
startday,4/27/13
Title,LN2 How-To
Start Time,10:00
event_start,10:00
starttimeampm,10 AM
End Time,11:50
tracknosp,Food
input,"['4/27/13', '10:00', '4/27/13', '11:50', 'Food', 'Food', 'LN2 How-To', 'Sarah Elkins, Phil Salkie, Jen Hamilton', 'Learn the basics of making liquid nitrogen ice cream! Equipment; safety; proportions; how the mix should taste before freezing; pouring; stirring; timing of mix-ins; recipe adjustments for non-dairy and non-sugar alternatives. Hands-on training as space permits, and of course, ice cream samples will be provided.', 'FALSE', 'PUBLIC']"
End Date,4/27/13
calspeakers,"Sarah Elkins, Phil Salkie, Jen Hamilton"
speakerlist,"['Sarah Elkins', 'Phil Salkie', 'Jen Hamilton']"
hours,1
totalminutes,110
caldescrip,"Learn the basics of making liquid nitrogen ice cream! Equipment; safety; proportions; how the mix should taste before freezing; pouring; stirring; timing of mix-ins; recipe adjustments for non-dairy and non-sugar alternatives. Hands-on training as space permits, and of course, ice cream samples will be provided."
endtime,11:50
name,LN2 How-To
Private,PUBLIC
venue,Food
Book Description,"Learn the basics of making liquid nitrogen ice cream! Equipment; safety; proportions; how the mix should taste before freezing; pouring; stirring; timing of mix-ins; recipe adjustments for non-dairy and non-sugar alternatives. Hands-on training as space permits, and of course, ice cream samples will be provided."
Presenters,"Sarah Elkins, Phil Salkie, Jen Hamilton"
starttime,10:00
Start Date,4/27/13
minutes,50
allday,FALSE
event_type,Gaming
All Day Event,FALSE
event_end,13:50
endday,4/27/13
private,PUBLIC
endtimeampm,1 PM
Location,Private Dining
duration,3 hours and 50 minutes
description,"In your first mission as a Pathfinder agent, the head of the Grand Lodge sends you on a number of missions throughout the metropolis of Absalom, pitting you against traps,thieves, and even an unruly devil, all in the pursuit of knowledge."
index,94
speakers,Bill Korsak
Track,Gaming
startday,4/27/13
Title,Pathfinder Society Scenario Intro 1: First Steps - Part I: In Service to Lore
Start Time,10:00
event_start,10:00
starttimeampm,10 AM
End Time,13:50
tracknosp,Gaming
input,"['4/27/13', '10:00', '4/27/13', '13:50', 'Private Dining', 'Gaming', 'Pathfinder Society Scenario Intro 1: First Steps - Part I: In Service to Lore', 'Bill Korsak', 'In your first mission as a Pathfinder agent, the head of the Grand Lodge sends you on a number of missions throughout the metropolis of Absalom, pitting you against traps,thieves, and even an unruly devil, all in the pursuit of knowledge.', 'FALSE', 'PUBLIC']"
End Date,4/27/13
calspeakers,Bill Korsak
speakerlist,['Bill Korsak']
hours,3
totalminutes,230
caldescrip,"In your first mission as a Pathfinder agent, the head of the Grand Lodge sends you on a number of missions throughout the metropolis of Absalom, pitting you against traps,thieves, and even an unruly devil, all in the pursuit of knowledge."
endtime,13:50
name,Pathfinder Society Scenario Intro 1: First Steps - Part I: In Service to Lore
Private,PUBLIC
venue,Private Dining
Book Description,"In your first mission as a Pathfinder agent, the head of the Grand Lodge sends you on a number of missions throughout the metropolis of Absalom, pitting you against traps,thieves, and even an unruly devil, all in the pursuit of knowledge."
Presenters,Bill Korsak
starttime,10:00
Start Date,4/27/13
minutes,50
allday,FALSE
event_type,Hackerspace
All Day Event,FALSE
event_end,11:50
endday,4/27/13
private,PUBLIC
endtimeampm,11 AM
Location,Boardroom
duration,1 hour and 50 minutes
description,"Come for a demonstration and chat with A2YDID.  Learn more about getting involved or the amazing workshops and projects they support.  While you're there, you can enjoy a 'Mystery Make n' Take' and try out a project to bring a lil' creation home with you."
index,95
speakers,Sarah Collins
Track,Hackerspace
startday,4/27/13
Title,A2YDIY
Start Time,10:00
event_start,10:00
starttimeampm,10 AM
End Time,11:50
tracknosp,Hackerspace
input,"['4/27/13', '10:00', '4/27/13', '11:50', 'Boardroom', 'Hackerspace', 'A2YDIY', 'Sarah Collins', ""Come for a demonstration and chat with A2YDID.  Learn more about getting involved or the amazing workshops and projects they support.  While you're there, you can enjoy a 'Mystery Make n' Take' and try out a project to bring a lil' creation home with you."", 'FALSE', 'PUBLIC']"
End Date,4/27/13
calspeakers,Sarah Collins
speakerlist,['Sarah Collins']
hours,1
totalminutes,110
caldescrip,"Come for a demonstration and chat with A2YDID.  Learn more about getting involved or the amazing workshops and projects they support.  While you're there, you can enjoy a 'Mystery Make n' Take' and try out a project to bring a lil' creation home with you."
endtime,11:50
name,A2YDIY
Private,PUBLIC
venue,Boardroom
Book Description,"Come for a demonstration and chat with A2YDID. Learn more about getting involved or the amazing workshops and projects they support. While you're there, you can enjoy a 'Mystery Make n' Take' and try out a project to bring a lil' creation home with you."
Presenters,Sarah Collins
starttime,10:00
Start Date,4/27/13
minutes,50
allday,FALSE
event_type,Hackerspace
All Day Event,FALSE
event_end,10:50
endday,4/27/13
private,PUBLIC
endtimeampm,10 AM
Location,Hackerspace A
duration,50 minutes
description,"Come learn how to make DIY crossbows from everyday materials. First come, first served, only room for 20 in each class. "
index,96
speakers,Dana Nelson
Track,Hackerspace
startday,4/27/13
Title,Cardboard Crossbows II
Start Time,10:00
event_start,10:00
starttimeampm,10 AM
End Time,10:50
tracknosp,Hackerspace
input,"['4/27/13', '10:00', '4/27/13', '10:50', 'Hackerspace A', 'Hackerspace', 'Cardboard Crossbows II', 'Dana Nelson', 'Come learn how to make DIY crossbows from everyday materials. First come, first served, only room for 20 in each class. ', 'FALSE', 'PUBLIC']"
End Date,4/27/13
calspeakers,Dana Nelson
speakerlist,['Dana Nelson']
hours,0
totalminutes,50
caldescrip,"Come learn how to make DIY crossbows from everyday materials. First come, first served, only room for 20 in each class. "
endtime,10:50
name,Cardboard Crossbows II
Private,PUBLIC
venue,Hackerspace A
Book Description,"Come learn how to make DIY crossbows from everyday materials. First come, first served, only room for 20 in each class. "
Presenters,Dana Nelson
starttime,10:00
Start Date,4/27/13
minutes,50
allday,FALSE
event_type,Hackerspace
All Day Event,FALSE
event_end,10:50
endday,4/27/13
private,PUBLIC
endtimeampm,10 AM
Location,Hackerspace B
duration,50 minutes
description,"Discover how to use the Arduino, a computing platform that bridges the software and hardware worlds. In this class we will write simple programs and make simple circuits to blink lights, take input from potentiometers and buttons, and create sound. This class will get you primed for the Arduino Sensors class. No prior Arduino knowledge is needed; however if you want some more background in electronics, why not also join us for the Intro Electronics class?"
index,97
speakers,Nate Yost
Track,Hackerspace
startday,4/27/13
Title,Intro Arduino I
Start Time,10:00
event_start,10:00
starttimeampm,10 AM
End Time,10:50
tracknosp,Hackerspace
input,"['4/27/13', '10:00', '4/27/13', '10:50', 'Hackerspace B', 'Hackerspace', 'Intro Arduino I', 'Nate Yost', 'Discover how to use the Arduino, a computing platform that bridges the software and hardware worlds. In this class we will write simple programs and make simple circuits to blink lights, take input from potentiometers and buttons, and create sound. This class will get you primed for the Arduino Sensors class. No prior Arduino knowledge is needed; however if you want some more background in electronics, why not also join us for the Intro Electronics class?', 'FALSE', 'PUBLIC']"
End Date,4/27/13
calspeakers,Nate Yost
speakerlist,['Nate Yost']
hours,0
totalminutes,50
caldescrip,"Discover how to use the Arduino, a computing platform that bridges the software and hardware worlds. In this class we will write simple programs and make simple circuits to blink lights, take input from potentiometers and buttons, and create sound. This class will get you primed for the Arduino Sensors class. No prior Arduino knowledge is needed; however if you want some more background in electronics, why not also join us for the Intro Electronics class?"
endtime,10:50
name,Intro Arduino I
Private,PUBLIC
venue,Hackerspace B
Book Description,"Discover how to use the Arduino, a computing platform that bridges the software and hardware worlds. In this class we will write simple programs and make simple circuits to blink lights, take input from potentiometers and buttons, and create sound. This class will get you primed for the Arduino Sensors class. No prior Arduino knowledge is needed; however if you want some more background in electronics, why not also join us for the Intro Electronics class?"
Presenters,Nate Yost
starttime,10:00
Start Date,4/27/13
minutes,50
allday,FALSE
event_type,Life and (un)Death
All Day Event,FALSE
event_end,10:50
endday,4/27/13
private,PUBLIC
endtimeampm,10 AM
Location,Salon A
duration,50 minutes
description,"Come for a fitness boot camp session with William Bowen. The class is conducted in a total body strength and cardiovascular training format, with a cool down and stretching at the end. We'll enhance our session with a NerdCore and OCRemix background."
index,98
speakers,Will Bowen
Track,Life and (un)Death
startday,4/27/13
Title,Fitness Boot Camp
Start Time,10:00
event_start,10:00
starttimeampm,10 AM
End Time,10:50
tracknosp,LifeandunDeath
input,"['4/27/13', '10:00', '4/27/13', '10:50', 'Salon A', 'Life and (un)Death', 'Fitness Boot Camp', 'Will Bowen', ""Come for a fitness boot camp session with William Bowen. The class is conducted in a total body strength and cardiovascular training format, with a cool down and stretching at the end. We'll enhance our session with a NerdCore and OCRemix background."", 'FALSE', 'PUBLIC']"
End Date,4/27/13
calspeakers,Will Bowen
speakerlist,['Will Bowen']
hours,0
totalminutes,50
caldescrip,"Come for a fitness boot camp session with William Bowen. The class is conducted in a total body strength and cardiovascular training format, with a cool down and stretching at the end. We'll enhance our session with a NerdCore and OCRemix background."
endtime,10:50
name,Fitness Boot Camp
Private,PUBLIC
venue,Salon A
Book Description,"Come for a fitness boot camp session with William Bowen. The class is conducted in a total body strength and cardiovascular training format, with a cool down and stretching at the end. We'll enhance our session with a NerdCore and OCRemix background."
Presenters,Will Bowen
starttime,10:00
Start Date,4/27/13
minutes,50
allday,FALSE
event_type,Life and (un)Death
All Day Event,FALSE
event_end,10:50
endday,4/27/13
private,PUBLIC
endtimeampm,10 AM
Location,Wisner
duration,50 minutes
description,"A. Jolly is a nomadic hacker who applies the same systematic optimization mindset to every topic, from computer security, to learning, sleep, diet and nutrition, travel, and anti-aging. His favorite shirt reads: Things to do before I die, #1, don't die. Thus far he's winning. Come and share in his philosophies and learn to apply this mindset yourself"
index,99
speakers,A. Jolly
Track,Life and (un)Death
startday,4/27/13
Title,Jolly's Steps for Living Forever
Start Time,10:00
event_start,10:00
starttimeampm,10 AM
End Time,10:50
tracknosp,LifeandunDeath
input,"['4/27/13', '10:00', '4/27/13', '10:50', 'Wisner', 'Life and (un)Death', ""Jolly's Steps for Living Forever"", 'A. Jolly', ""A. Jolly is a nomadic hacker who applies the same systematic optimization mindset to every topic, from computer security, to learning, sleep, diet and nutrition, travel, and anti-aging. His favorite shirt reads: Things to do before I die, #1, don't die. Thus far he's winning. Come and share in his philosophies and learn to apply this mindset yourself"", 'FALSE', 'PUBLIC']"
End Date,4/27/13
calspeakers,A. Jolly
speakerlist,['A. Jolly']
hours,0
totalminutes,50
caldescrip,"A. Jolly is a nomadic hacker who applies the same systematic optimization mindset to every topic, from computer security, to learning, sleep, diet and nutrition, travel, and anti-aging. His favorite shirt reads: Things to do before I die, #1, don't die. Thus far he's winning. Come and share in his philosophies and learn to apply this mindset yourself"
endtime,10:50
name,Jolly's Steps for Living Forever
Private,PUBLIC
venue,Wisner
Book Description,"A. Jolly is a nomadic hacker who applies the same systematic optimization mindset to every topic, from computer security, to learning, sleep, diet and nutrition, travel, and anti-aging. His favorite shirt reads: Things to do before I die, #1, don't die. Thus far he's winning. Come and share in his philosophies and learn to apply this mindset yourself"
Presenters,A. Jolly
starttime,10:00
Start Date,4/27/13
minutes,50
allday,FALSE
event_type,Tech
All Day Event,FALSE
event_end,10:50
endday,4/27/13
private,PUBLIC
endtimeampm,10 AM
Location,Perry
duration,50 minutes
